task,cell,repeat_id,outer_seed_requested,outer_split_seed,outer_split_signature,n_compounds,n_positive,n_negative
SR-HSE,HA1E,17,19042,19042,82fc3ddce765a8db5fe32c3bd0d83cf488c8eaa6499395697739350e175b0beb,814,52,762
SR-HSE,HA1E,18,20042,20042,9d7e8341648a79d8034d84aee035acb8398d76b9237fa4fbccff87774d34ab19,814,52,762
SR-HSE,HA1E,19,21042,21042,a166fad88cd91a7a10669d5d203c33746ceb7461698d3a46940a090bf0b1feb5,814,52,762
SR-MMP,HA1E,0,2042,2042,06374fa51488df4dbde185075b1ca1ef0b2e7920723be3a94a379443bd7755a5,723,129,594
SR-MMP,HA1E,1,3042,3042,ec30f58bade848a02f9985aaf678ddb430c0ba4bde9e1424b9fb8ef4d41423d6,723,129,594
SR-MMP,HA1E,2,4042,4042,fd50325f7fb7f309021606a36f91f1319a505d35f1edfbe61ff1c7dcb2cea95a,723,129,594
SR-MMP,HA1E,3,5042,5042,81083dd4ccc3c769023a9f5db376179de7596b7d1e0ed1449b738c12c2e1fbfd,723,129,594
SR-MMP,HA1E,4,6042,6042,0d87053b94f34f1ac001e9009d0696ca493477e0f8c506e01a3d4af79d707613,723,129,594
SR-MMP,HA1E,5,7042,7042,b9712898fb4b1f92eacba48fd812c0645c57aa93a39a13c3bf52a56cab246d16,723,129,594
SR-MMP,HA1E,6,8042,8042,7af5ea121c6072915669dd5842227fbc87ff6de5afb77f90e646a19e5da90f42,723,129,594
SR-MMP,HA1E,7,9042,9042,c0d5c266e28b1324b5686b07716ec2ff3b5c5e88ded7b122d706a33485054f42,723,129,594
SR-MMP,HA1E,8,10042,10042,8ceb0581c36dcfa593fd2d9466b64ab5fc302438bc8094c83a7ed409a4d4f1d2,723,129,594
SR-MMP,HA1E,9,11042,11042,d23385065c70579ee556a83c24e0ce81292d1ee5ebdbca71ec441d95f89640d2,723,129,594
SR-MMP,HA1E,10,12042,12042,655563476676355f606d35b11281a30262f215fc53eb4a59be93012595384ba8,723,129,594
SR-MMP,HA1E,11,13042,13042,6371d09cca77fc075ce45e21203b058f767ac1117660e758286e7b1f534f1e7d,723,129,594
SR-MMP,HA1E,12,14042,14042,1f5f2ad93a524c207fac0f8d25d4560628abb279d852c72db3c408ff0a7e8246,723,129,594
SR-MMP,HA1E,13,15042,15042,66354ed333edef13cd7e03e2d8966c43675e62a0f937310854295f332e7fe48c,723,129,594
SR-MMP,HA1E,14,16042,16042,3d2e8b4f3e20e00e1e4511ec05e4a8d44ec17cf54b5a7f478dd1abb7e0fc1406,723,129,594
SR-MMP,HA1E,15,17042,17042,8ecfc1ee4f23e530fc1187645ff790037dc7a0bf166d465dc9efa78a75ab0cb8,723,129,594
SR-MMP,HA1E,16,18042,18042,6055686dfebe2f81cd91eb99e04f0726b131bc584f8210b6a1488890e86f0b79,723,129,594
SR-MMP,HA1E,17,19042,19042,8ec55a41bcb4ae88bcf0a60d7dc783c2df52e3fd06f27676026a54c072b3eca0,723,129,594
SR-MMP,HA1E,18,20042,20042,dd42f0e6ac719b1450107c9e4133e24cf5182beb3c778a9ce03c1d4e725dcdc8,723,129,594
SR-MMP,HA1E,19,21042,21042,805aeeab97b817f5f325e10fc42bc8960e48f4831828d18cd64697aa43bbadb6,723,129,594
SR-p53,HA1E,0,2042,2042,92fe35c9640d1137012a0f90323d9158448572d74797d29848056fd3a5590608,884,89,795
SR-p53,HA1E,1,3042,3042,d6f6bffe9eb61c817fb182b6b80c86ff3ec5395a0fb973ab199a3dea59205aa5,884,89,795
SR-p53,HA1E,2,4042,4042,4928e3045671f92875acf406b665f4d433a9ef12af40fa50cb6dec0b7a9e24df,884,89,795
SR-p53,HA1E,3,5042,5042,d5149bb4048eb18370f0b4075796a7920166248caaeab6e673155bff8f9c45d0,884,89,795
SR-p53,HA1E,4,6042,6042,c7609a26ea58d53648eeb6422147c1c3c817e653cf325c259a2b1a3cf92a7bb1,884,89,795
SR-p53,HA1E,5,7042,7042,7112d767f06c6093fa4f9823368084cd57f115551dfb4b520cbfbf3a169964b0,884,89,795
SR-p53,HA1E,6,8042,8042,9fe26d212550a363c5cd43c0ba5deb04f6aa023f9a8b774d1e3a707d41ad0eb1,884,89,795
SR-p53,HA1E,7,9042,9042,30b44f5b29fa962772edff80493d61bfc3c9b55484f032e79b7ee16017de66ba,884,89,795
SR-p53,HA1E,8,10042,10042,60e28bacc61e08e2151781c147d165c9007e158f9e0c12429b4bf1c7f1e0ed93,884,89,795
SR-p53,HA1E,9,11042,11042,adc5c791a62f766909f3f4e00f9e0dd31b0997a5b55f3f79577cd153e6cc8dd4,884,89,795
SR-p53,HA1E,10,12042,12042,13f479c14fb41812e4a126ac1264e4b93bb387bcead4b72752c65b119c48541a,884,89,795
SR-p53,HA1E,11,13042,13042,467f215fdff837d35915166264041886f0a6296d83cb53d6da20a8e65bc27cff,884,89,795
SR-p53,HA1E,12,14042,14042,8e8f2a34e3f448a19e17c8991ab8877a90e780ab7f702418f70487ceb65df924,884,89,795
SR-p53,HA1E,13,15042,15042,dae155c921574d68b963ac015615f0a849ffde703ea3746113a02b00c032fec5,884,89,795
SR-p53,HA1E,14,16042,16042,920016df2a61f9295e92aea097ae41e8cacdce55d1b654948d91585296923275,884,89,795
SR-p53,HA1E,15,17042,17042,933c86e4345e4c255bcc8ff9c718fc6a326e35108655213ba9157ae7df7f92e9,884,89,795
SR-p53,HA1E,16,18042,18042,7539d738cc6da3aeeb0b5652bb5e64ed2a9b446400cf843226b913d374c5b56b,884,89,795
SR-p53,HA1E,17,19042,19042,b6f1e2e0d069a790e96e0897efd9a7cdbdf254aa0342e0f5615b0910fd807740,884,89,795
SR-p53,HA1E,18,20042,20042,db41f85a5221e6b07103168b8c3be9ed4ede848771280a12b93204a4116bcdd1,884,89,795
SR-p53,HA1E,19,21042,21042,e5ac2d01292dc099a3b06318c22d32a14e926488bce29d6592fdb1d624d9b50f,884,89,795
NR-AR,HEPG2,0,2042,2042,80896102b09bf0844c644517f980fc8a26d36a4787f3192c59de4ba1142cf21a,668,46,622
NR-AR,HEPG2,1,3042,3043,d71b93ec1b663f78ff6f0edb52e520afc3f6cfadf250ae216b29f88f28126f87,668,46,622
NR-AR,HEPG2,2,4042,4042,f1ea710f37371fff3eabfd1995c0384d6ea1fe59529ccf5a307cf4b87eec4bf5,668,46,622
NR-AR,HEPG2,3,5042,5042,ae4b7d52ef7149135becbfb03708490a96237ae16cf5d0d7fe1f33b8d2e58226,668,46,622
NR-AR,HEPG2,4,6042,6043,e2a8a1cbb205d272efd5c35b9519b1020325568cc67f986cb55b19814afb6d48,668,46,622
NR-AR,HEPG2,5,7042,7042,969f8e279ea0ba63e22f43721887bebd8c37f0750944644d2bf1cda6b15cf674,668,46,622
NR-AR,HEPG2,6,8042,8042,25507893ab9638986f66d40375ac682b9a06a208a83a562ccd0ed6f7dd76000f,668,46,622
NR-AR,HEPG2,7,9042,9043,b7b633634ed46299fb57c95b3fb086535527888d425e37c94aa7ecd9705e8fab,668,46,622
NR-AR,HEPG2,8,10042,10042,fefe844861ad0076d193f9fc295a031e2c8e6dce52ee1eb38876b632a44913ed,668,46,622
NR-AR,HEPG2,9,11042,11042,5e1bdd02470ce8ffc93c7ab5dbcf884c07224720ebd00774f5dcb70ab681769d,668,46,622
NR-AR,HEPG2,10,12042,12042,ef79e4520ffcef9e64b3078dde898b9afb5c9430ad9f5bbda2ea92cac6561945,668,46,622
NR-AR,HEPG2,11,13042,13042,7696de88ad69758dd46de82a4547102147e1087a0f7183829b089abac67d07ec,668,46,622
NR-AR,HEPG2,12,14042,14042,09c84b89fbdc84450a36e23f0ac20e926a91197cd80da569396f255fe6929499,668,46,622
NR-AR,HEPG2,13,15042,15042,8b29ebad20cb7217ceff4a669e406b9634bd7f9537f5d5cb41d96fc399634409,668,46,622
NR-AR,HEPG2,14,16042,16042,ab1ebf34a77b53fa866e9495b6ff4c34972f85f7c9bb0bae7b783eb943e57a93,668,46,622
NR-AR,HEPG2,15,17042,17042,fd399242ea0f04360d5bad04cf2b76872e717bc14ea813629bec1d18751d3f49,668,46,622
NR-AR,HEPG2,16,18042,18042,491e21cde7be41b6ed942c499d7b34da5ee7e8d26c2cd8ee5f2f5a960b4d5b33,668,46,622
NR-AR,HEPG2,17,19042,19042,b22399c0b2881e97126de376ef60b6e216ba7bbe3a9da092d2fd519c3324015d,668,46,622
NR-AR,HEPG2,18,20042,20042,3dc733bdaec0b796cbce7e73b4b0ed69a7d59db57c1f1b4abec4527d7322cd18,668,46,622
NR-AR,HEPG2,19,21042,21042,86db448ab74f909503f06b00db8a224c8d4d77255603ae2e06ea5bd9ef9d490d,668,46,622
NR-AR-LBD,HEPG2,0,2042,2042,6bdeef61dced337291545e97077ceedaa4ba2d3681c368aa61d149f0f18930b0,598,37,561
NR-AR-LBD,HEPG2,1,3042,3043,aa887a1a4b06ff68b83b4f560f89259619d8cbd1c1e8d81566149c0b3939a008,598,37,561
NR-AR-LBD,HEPG2,2,4042,4042,1803a832fa9331a43ea9f7d86002cf7d585420fbedb46f1442943ae57c0a1d48,598,37,561
NR-AR-LBD,HEPG2,3,5042,5042,f6b687349f673d5459f66470915dd61c2f406f53d0c30321751d6b21bab3ab7c,598,37,561
NR-AR-LBD,HEPG2,4,6042,6042,c8491cd194044ae0ee1c20235d216135c1b5653155839121ef77e720cced00b2,598,37,561
NR-AR-LBD,HEPG2,5,7042,7042,95f2618f028d171e3ad8e8fbd57db64ab6893d7079fbaed4deaac8f6849b50fb,598,37,561
NR-AR-LBD,HEPG2,6,8042,8042,f552ed53c5863cf5ab2dd9e8b2d24e4ab684300aeabc41ca5c58e70407dbaf1d,598,37,561
NR-AR-LBD,HEPG2,7,9042,9043,c8c9f5a98dc324dbd7179d79e5b0df7b1b3cffab4ffb8cb08c67eadd50d40495,598,37,561
NR-AR-LBD,HEPG2,8,10042,10043,0438d6dc9f32081d84ebb74be8c1d104163ffba5f5e37a493cc635b3be353766,598,37,561
NR-AR-LBD,HEPG2,9,11042,11043,ef90dea646b4d17a0a57856bbfc16f9fa631a4caa9b7e754f0a660eaf2949def,598,37,561
NR-AR-LBD,HEPG2,10,12042,12042,53edf97c9fb7c582c93954cf3f435f6dda211f61c635c06e19962ab608ac95c8,598,37,561
NR-AR-LBD,HEPG2,11,13042,13044,806b0b0afb8fcbc3ab9441a9b2d4049fce27cfbee9da47ea564ddcd7d58ad020,598,37,561
NR-AR-LBD,HEPG2,12,14042,14042,dbc33057806f0e541f7b871fee763109448a7854e1018b8d36b1fd4cb20753a8,598,37,561
NR-AR-LBD,HEPG2,13,15042,15042,5747d07f25e84d5e9b263134216ef9bcbb346411b7533552980b96bce3463aab,598,37,561
NR-AR-LBD,HEPG2,14,16042,16042,daffd5e16c1a520a8b74bc124af3bc4bc3e04f03ac0a31fe72c1773759d8e5fe,598,37,561
NR-AR-LBD,HEPG2,15,17042,17042,f0ce693532fb353024b46d3c8248e4b02e19780dcf596dd3b1614531f3727a92,598,37,561
NR-AR-LBD,HEPG2,16,18042,18042,e3a9b9fd93273fe652b7354252ad83bfa6ec1d4bae83b18f2743563a2926f9a2,598,37,561
NR-AR-LBD,HEPG2,17,19042,19042,e8467df4eddd8481182f8620ba3a056da979ad7e3b3cc5e9ec3039b2b8c61fe2,598,37,561
NR-AR-LBD,HEPG2,18,20042,20042,4d8e6bf54c3c948e956c1ab5227328925cdb39bf76e7b4e98dd7aaf097339c8f,598,37,561
NR-AR-LBD,HEPG2,19,21042,21042,4704dccdb23f88f02067fdfeb7d40cf17a55016cd7cd1ca58f7a31af36a4658f,598,37,561
NR-AhR,HEPG2,0,2042,2042,70328f7d9c429cec0dfdbb29f8d05dd14a3c888b181f9b564435694d538672c3,585,65,520
NR-AhR,HEPG2,1,3042,3042,3b87eb1362ae69ac93ed3e26e186233dfd9d83b564666db453b5815eae116844,585,65,520
NR-AhR,HEPG2,2,4042,4042,052a61d442169c9237cd703a883fa669a756617d25076df868f120c2f8827919,585,65,520
NR-AhR,HEPG2,3,5042,5042,2812e96c3aa907508bcc2afe00f923070e2c8f66552e55f0620bb21c28a14cd6,585,65,520
NR-AhR,HEPG2,4,6042,6042,541ef2f4585ee12c7e4de458f5d5702f3ecef7c3c82339daabf1765588c8481f,585,65,520
NR-AhR,HEPG2,5,7042,7042,a45de29907340db433aa8fbeaa74c6a5271498c7e2f8f0acab817cd5d5e47885,585,65,520
NR-AhR,HEPG2,6,8042,8042,22129899e51538a1435ec7e6639268eeaf7099f592c0645cfa0e2c79473918fb,585,65,520
NR-AhR,HEPG2,7,9042,9042,99b1b74d42c6110b04712b5be80404884cd770ffc4654c2487dce1ad3032dce7,585,65,520
NR-AhR,HEPG2,8,10042,10042,e8194f90cac1caa66f5152f805cb35e99709cabce793d9319e9c62a86fda59b9,585,65,520
NR-AhR,HEPG2,9,11042,11042,0e6673cd8583ffc942d10b4da9a4023bf79842a9463283833589bb3802eeb56d,585,65,520
NR-AhR,HEPG2,10,12042,12042,af430286d38593703470a8353f0bccde7459b6de227b2a413778f4ab8eee6ace,585,65,520
NR-AhR,HEPG2,11,13042,13042,a12124274a33f9952f2dbbd84227aaaf18df9488fddf282c9c82e7f2032b52f7,585,65,520
NR-AhR,HEPG2,12,14042,14042,7bd5418a836ef834fef15b2bc3e1b73934a7752d18e42c8487bcdea5a6069d01,585,65,520
NR-AhR,HEPG2,13,15042,15042,b19a29b8ca7a33518e738c3d0d6941b3343678f6f6a6c5e51926ee6f82ec3599,585,65,520
NR-AhR,HEPG2,14,16042,16042,5cbbf11e85dad0a58040cf0ba52d5b53076110d82492dfd7e22d10ecdc2f0bde,585,65,520
NR-AhR,HEPG2,15,17042,17042,b55e7ea9766dac7d70d2e5d75fd748976344eac903e18fef9c9851b102d932f7,585,65,520
NR-AhR,HEPG2,16,18042,18042,92893ec306e364e77d1d84d67f73e8c901f291239f4963fc40c206b0cf8a9ade,585,65,520
NR-AhR,HEPG2,17,19042,19042,c8a1fb3a6402fbfeaa841d77f4cc9216e9773bf51c012bb0f313b97b80e842a3,585,65,520
NR-AhR,HEPG2,18,20042,20042,b0684655dd8c688dc3daf5491c6a8cf4e0be6ff249ebc4c33416f6f9759bb759,585,65,520
NR-AhR,HEPG2,19,21042,21042,4300f27aec94bae632c9518c367954934e57e7019ab4f755978f73907914f8e9,585,65,520
NR-Aromatase,HEPG2,0,2042,2042,0eda775b0f6730ae572b867c08b6d27ed6b910c115745c99a3f6120a2ac6d1ad,512,47,465
NR-Aromatase,HEPG2,1,3042,3042,0d4fddcadaada58b1c386dc37700c3a7bffbfba828e0da2c722dd0c4b03a2a54,512,47,465
NR-Aromatase,HEPG2,2,4042,4042,655583ea78db9e78a64da07dae6fe29d7f54deef8eb193e78f15a398fff39b67,512,47,465
NR-Aromatase,HEPG2,3,5042,5042,e3184a77f387593f15e4138b9838e81aa8e2eb53f60201e7fe340bd007687a0b,512,47,465
NR-Aromatase,HEPG2,4,6042,6042,98e4823f057b0652509403e593d3b5cd45937615071fe307576b0dd238afc2f6,512,47,465
NR-Aromatase,HEPG2,5,7042,7042,f5aad7fa37377801fea0b71f9a8c3a4b4ef46d475add129a0b3c115719e1394f,512,47,465
NR-Aromatase,HEPG2,6,8042,8042,f7aac53e83e4a4f1bd3345c14973c52ff408b58fba2b4ce405add548f855a7c4,512,47,465
NR-Aromatase,HEPG2,7,9042,9042,73321af10463020658966852b7683aefd4c1b08cd543f2182e6100af7b393560,512,47,465
NR-Aromatase,HEPG2,8,10042,10042,14efa0e290e467e1900055f17f579975323b5ce6ecdaa565d100e3654677b567,512,47,465
NR-Aromatase,HEPG2,9,11042,11042,f73d842bc1d4415e01dc5ab5a088b33d8371a8af5d2d64a4018b22ea03a89a7f,512,47,465
NR-Aromatase,HEPG2,10,12042,12042,7ffda9d10b2ebb408faa56f132c26b7876c6dd2b03db7cb5c214151a42e14e2a,512,47,465
NR-Aromatase,HEPG2,11,13042,13042,3e49e864640febda3f014c3d1df502e42e75403387352596a5602aa3f3681485,512,47,465
NR-Aromatase,HEPG2,12,14042,14042,71d62c8c9d3323073f132aa1aad92dfdadd06a9063eeb83d3b55f425c4560af8,512,47,465
NR-Aromatase,HEPG2,13,15042,15042,c181dc2ceaca4dccef8458c930f334b7ff9f2b741f278c057d8b02b717e53b1f,512,47,465
NR-Aromatase,HEPG2,14,16042,16042,1afcb10898a144325724ca619c3c3a85e3dac4985a260609c3de4f2fa379bbf1,512,47,465
NR-Aromatase,HEPG2,15,17042,17042,22181353b48202fea1da232b6451d7cc36a268f95c400af51598592c07557bc7,512,47,465
NR-Aromatase,HEPG2,16,18042,18042,cea63c193af7d07e7bf25318220666c44ef912882a4c43adbd8db27f16c92033,512,47,465
NR-Aromatase,HEPG2,17,19042,19042,1243e8541883382f1e6115c844b0f4949a1b6eb1f6d1f7d82b04660814523173,512,47,465
NR-Aromatase,HEPG2,18,20042,20042,5c6d612cdd9efee7bf0c22726dde5fea581735afb1a7f445fc794dd4f00696fa,512,47,465
NR-Aromatase,HEPG2,19,21042,21042,449db484b4b02b8b6b7a1cddc248d196db8ffc1dd38ea91625c8a79a3bd494ed,512,47,465
NR-ER,HEPG2,0,2042,2042,7053e749443291bd41735ebd645b1db4eb967a13749e4021db9025ecba17abd3,540,92,448
NR-ER,HEPG2,1,3042,3042,116983e824ce4d0ee99a68967c13007af7a5f765cb9d2c87971c6c73cf825a24,540,92,448
NR-ER,HEPG2,2,4042,4042,c701e5fbcea4a9e7dfc793431d302e7175f74d442a0889d70287115e7a290c73,540,92,448
NR-ER,HEPG2,3,5042,5042,9aa6e575af3dff58c987ea508f75a4f6e5eecc0b53c0073545dfa37d4d7316ab,540,92,448
NR-ER,HEPG2,4,6042,6042,30b8dcfc0391600f8ceaee4cde7e2684509cf39478291b6819dbd779397ea75a,540,92,448
NR-ER,HEPG2,5,7042,7042,2aeaf3d2ffa7d7f926b9335fd9b50bfba8294da1a24b0ec11df19fc3e4508da9,540,92,448
NR-ER,HEPG2,6,8042,8042,45ae536887dea2306794e7f1430f16adacaae75559db16e83aa84e270dd17540,540,92,448
NR-ER,HEPG2,7,9042,9042,c6e4ef942e6bf921e5ca957a4f04723850371d3d1cb3dee24d109ab5cbb349f1,540,92,448
NR-ER,HEPG2,8,10042,10042,1cc3b2a2d9796bab6a934b5544cadda4c5c60dfc82d0b6b8d5e307a0ee6bd191,540,92,448
NR-ER,HEPG2,9,11042,11042,7ebbd24bd2da65425702ecc902ea48298c7de50ed0adcc7e0c597be6a58e15ad,540,92,448
NR-ER,HEPG2,10,12042,12042,037e69d89f0615f14fae6bb502297393d17a0c2fabfb00d316fe912dbfffbf1b,540,92,448
NR-ER,HEPG2,11,13042,13042,31bc6110d32a3dc835145a00f0cb9ac78f535e885ee975c26a5437eeb8d4b076,540,92,448
NR-ER,HEPG2,12,14042,14042,e0168064ecaaba06d7b66072e6b14549a9cd442e7aeb97af8b23ff1a5a050030,540,92,448
NR-ER,HEPG2,13,15042,15042,658d16957a8f8eaddcf368ad0cd876090700d9e1452c9707ffe28a201f2a2e38,540,92,448
NR-ER,HEPG2,14,16042,16042,b788e40388d8f053c595d07db3d39432b75621eb6dc59e3fa501f12ac3941276,540,92,448
NR-ER,HEPG2,15,17042,17042,79b9dbc77fa3a7bbf2faddeb9ed08afd81eebd8bd7e948c3fd96707c58ac4ea6,540,92,448
NR-ER,HEPG2,16,18042,18042,662199ee08f351e8c3d9651d34ea48a26fcd9c2035abcaf1ab4027d856bb8963,540,92,448
NR-ER,HEPG2,17,19042,19042,ff5bc7c0950886c9b0f4a30e79cc467adeca3e406f322377dddd816d57330eba,540,92,448
NR-ER,HEPG2,18,20042,20042,f387c8a3a8fd997daf351d8211bbf3f246e0b6254a2a2be93c9a1a9a3d287321,540,92,448
NR-ER,HEPG2,19,21042,21042,eff6d0361a774d50250cc27b8a018e1471c866674a729c364453d5ae8c7fa635,540,92,448
NR-ER-LBD,HEPG2,0,2042,2042,2ad3e99ab1a64480fc883d93b5e7c7c33ef4e7d117a1ac46d618b8db9edc0066,620,39,581
NR-ER-LBD,HEPG2,1,3042,3042,bf42e3ceb6d13486ef760c8f3ce3e9f8f6b9ab98d58e850cb91807040d6d99e0,620,39,581
NR-ER-LBD,HEPG2,2,4042,4042,3918b0d636613299cecdc8ddad3839b19b2e1cf883ae3eef6900c7b11de15a7f,620,39,581
NR-ER-LBD,HEPG2,3,5042,5042,d4749c49489d759df6c008cfa7eb5303b088b57894f4abcf833a6f021ba5243c,620,39,581
NR-ER-LBD,HEPG2,4,6042,6042,535cc850144e74587cf0ae07d12476ae35c5a8e4edba2840f6ec2123209df925,620,39,581
NR-ER-LBD,HEPG2,5,7042,7042,cf28cf771bb7f599d82b82bd87c6ddf6c376b4c4a2cc1a26670d1922493ce912,620,39,581
NR-ER-LBD,HEPG2,6,8042,8042,ed0ae2c9afaadc7046d3f1df97dd868047f6d977211478389b503facd82e60d8,620,39,581
NR-ER-LBD,HEPG2,7,9042,9042,6afb9c8a3a527ea4e249a777e94ea31916674d7fa14df92e61bbc768b6b09171,620,39,581
NR-ER-LBD,HEPG2,8,10042,10042,7b1e5f811f5166f09399826ae94f2df0daed168ee8ba6f29113130d46683ed32,620,39,581
NR-ER-LBD,HEPG2,9,11042,11043,6edb015561b7ea66aacd8f2dd5cc3a092138a55a16799fc35b9d63d39d74f721,620,39,581
NR-ER-LBD,HEPG2,10,12042,12042,e6b4d75779f9d19d4698de2db926d8dfd35a59e0669332ff33fd042ef68297b3,620,39,581
NR-ER-LBD,HEPG2,11,13042,13042,2771b5ef4d5480b85967c1fcbf4d7f2218b8295586c33b5a07920db80357b2ac,620,39,581
NR-ER-LBD,HEPG2,12,14042,14042,d1a124f4ae8860d97b0de52ee7b7c321064abbc848a729b50f03047fa2d98ae7,620,39,581
NR-ER-LBD,HEPG2,13,15042,15042,6a7977fa942a0f1bb9ae01a66f9d56e9e14ebb7424009d4a3ba2a54f41510eb0,620,39,581
NR-ER-LBD,HEPG2,14,16042,16043,8384a30f51d67deb80a2ac89c2bea7542862363ea2066eb84ad50597f31d93b3,620,39,581
NR-ER-LBD,HEPG2,15,17042,17042,2fa02f6cbb0e3e1ff9d765fa96833e4cbcbd42b280c68dff053c345f49a05484,620,39,581
NR-ER-LBD,HEPG2,16,18042,18042,e53e90ee8290771e76dd7428a9efb50351063751002b7384100898698882d541,620,39,581
NR-ER-LBD,HEPG2,17,19042,19042,2f11ab641685509cedc29dee56ae0611e65a64566dc65061e1652e47e1afeab5,620,39,581
NR-ER-LBD,HEPG2,18,20042,20042,46448fd0d8fc8b3eebbd6c55da9489fa2da9f0ccdd5cb11536183885cc4171eb,620,39,581
NR-ER-LBD,HEPG2,19,21042,21042,6b01eb6d2f9bc3877cf476aac2d1dc6de48ed93117bf2f1cdb41410105f05afd,620,39,581
NR-PPAR-gamma,HEPG2,0,2042,2043,5975d60394426c265ba305d07f6a829ab69a8e3d1cce3ea34923bfb085d543e3,552,19,533
NR-PPAR-gamma,HEPG2,1,3042,3044,a83cd061776d94a05826797c41b8a4ccda91b62397a7cc610438741ba3329370,552,19,533
NR-PPAR-gamma,HEPG2,2,4042,4043,333c3c4fa9081c4d4c721d2dc4caad09bc5e8ee87a1a8da445ee0644167f5498,552,19,533
NR-PPAR-gamma,HEPG2,3,5042,5043,acc5635895b2cae3123f3b9b50c0ff1fcc488c37d8d7d4a11d7b8748fe0804eb,552,19,533
NR-PPAR-gamma,HEPG2,4,6042,6044,e50d5e71ed06cc4387bfcb84c8df2268101189faef01f7bcb6c5640386c2aa77,552,19,533
NR-PPAR-gamma,HEPG2,5,7042,7042,e6d943b3b9bd324bf747e3d3acea73f3589f351c8daf5b37328e0eae0d06809f,552,19,533
NR-PPAR-gamma,HEPG2,6,8042,8042,329f7d0fa1950a610083783c584fdc80e257ad8d9ebce65ee9c3a7ee935d6086,552,19,533
NR-PPAR-gamma,HEPG2,7,9042,9042,ae5bf3773b7406225a482de303374ec7ef94c5bb2f352c761dfe20c700e78776,552,19,533
NR-PPAR-gamma,HEPG2,8,10042,10045,cbec210eb5f6760c2de3a904c3398c9bb98e0cebb261ad3a65172f4976f6d4e0,552,19,533
NR-PPAR-gamma,HEPG2,9,11042,11042,28c46ddb07e693bf6fae761336d49724bb403fbdd5b6e4857aa43968922e2b31,552,19,533
NR-PPAR-gamma,HEPG2,10,12042,12042,a1a557a05e8f31b58ddbd87b6ff99d2c0c688998c8c43de1c590a68678af16c3,552,19,533
NR-PPAR-gamma,HEPG2,11,13042,13043,bca4bf1d705e20576769828b8b2c7ad150c1660294b212345cf60c8d254d9477,552,19,533
NR-PPAR-gamma,HEPG2,12,14042,14042,b837bc19e1ceaee7409cad13ce808aa5da04f49f86c0f465436cc683b2d82514,552,19,533
NR-PPAR-gamma,HEPG2,13,15042,15046,377e6f76fc2deaa10f8b96928f288ff0563f9d15c2ab4246495ae823052ea7f7,552,19,533
NR-PPAR-gamma,HEPG2,14,16042,16044,b5d9dcb005d49aaa7b09819efa96a6bace072e854f483779d7b6898c3ed1848e,552,19,533
NR-PPAR-gamma,HEPG2,15,17042,17042,32ec3d334413a0b1b7459f13aef074e6a0c8a07a2f59548d2312b579603b6592,552,19,533
NR-PPAR-gamma,HEPG2,16,18042,18043,8d2fef721cba603bab3ab06fe4e58411895daab1dde88d0858b777fd345270fa,552,19,533
NR-PPAR-gamma,HEPG2,17,19042,19043,c06468341c3956e13c1b23a52c7925d134d87ee644b4eded67da70a3029f8ef9,552,19,533
NR-PPAR-gamma,HEPG2,18,20042,20042,316b9476a9da64b4bcb9e0067364fd03bd049cf73b9392c0f9b1eede1807790d,552,19,533
NR-PPAR-gamma,HEPG2,19,21042,21043,0f2d5a6a3806b8d366012970be531fb78921cd6957d0c3134d722918a1611f6a,552,19,533
SR-ARE,HEPG2,0,2042,2042,6bd71bf99b006569121a4e033cd83fb50f6649d46205144d0fba0610b0e0573d,451,98,353
SR-ARE,HEPG2,1,3042,3042,1a03ae2e6fe12b2a829486f2ebd18487230c372af09184654bd01e74bd4dd7ac,451,98,353
SR-ARE,HEPG2,2,4042,4042,fae4e98e28fcff3ed9a7841d5131d2288cf58b742a194d033d5ceb1f4a5b005d,451,98,353
SR-ARE,HEPG2,3,5042,5042,4d181570fb29a02f265ec3ebf1066676f3fa6470a243e6845fbc41fd5211b5f2,451,98,353
SR-ARE,HEPG2,4,6042,6042,12888338e1e0d5abd948096d22619fd827769d5dd0d06c72b105fba37d40b5bd,451,98,353
SR-ARE,HEPG2,5,7042,7042,44295dc394d6857f09fb90c1ac6aab43ef8e581240054b7b29f3ef6f23ae3627,451,98,353
SR-ARE,HEPG2,6,8042,8042,1a9900b2cfaa8f3a2be1014637589b15587ddca3551388792b3b7cbcf247a145,451,98,353
SR-ARE,HEPG2,7,9042,9042,6eadcb1732226f477b321205436cfe5878a9ebb37f7da8b9e520f870d503c629,451,98,353
SR-ARE,HEPG2,8,10042,10042,ad8938a3ce30a36e5dd75408ae35768d429c297740dcda523cf7c740e30de5a9,451,98,353
SR-ARE,HEPG2,9,11042,11042,c927d83e17f884b299738b1a5a58207de0505f1694bdac50e1e8e54afb7c89c1,451,98,353
SR-ARE,HEPG2,10,12042,12042,c19edad3797e1d02362413684791be3d3b10865232e751165cc6d65000410212,451,98,353
SR-ARE,HEPG2,11,13042,13042,7168ed66a71bf5dd777c13be81517d3324372bfb722f91875d9f2dae648eb2f1,451,98,353
SR-ARE,HEPG2,12,14042,14042,0086acef160ff5b7197999182b9f0de222f4a942d3b8d900a80e94c157148c1e,451,98,353
SR-ARE,HEPG2,13,15042,15042,64e36b909ed39b7a6dee6f724383676ac52965b7575a2d04ebc399d81b7b1043,451,98,353
