task,gene_set,n_active,mean_nes,median_nes,q_lt_0_05_n,q_lt_0_10_n,q_lt_primary_n,q_lt_primary_pos_n,q_lt_primary_neg_n,fraction_q_lt_0_05,fraction_q_lt_0_10,fraction_q_lt_0_05_signed,confirmed_enriched,nominally_enriched,mean_abs_nes_significant,dominant_sign,n_endpoints_significant
SR-p53,Notch Signaling,98,0.34745137590785885,0.9746859887302137,0,4,4,0,0,0.0,0.04081632653061224,0.0,False,True,0.0,1,0
SR-p53,Oxidative Phosphorylation,98,0.509581983589835,0.8752637694218648,0,0,0,0,0,0.0,0.0,0.0,False,False,0.0,1,0
SR-p53,PI3K/AKT/mTOR  Signaling,98,0.7308050661514153,1.205721245109881,0,3,3,0,0,0.0,0.030612244897959183,0.0,False,True,0.0,1,0
SR-p53,Pancreas Beta Cells,98,-0.35993022232222405,-0.8326171871663544,0,0,0,0,0,0.0,0.0,0.0,False,False,0.0,-1,0
SR-p53,Pperoxisome,98,0.48221740640306354,1.1462439288370703,0,0,0,0,0,0.0,0.0,0.0,False,False,0.0,1,2
SR-p53,Protein Secretion,98,0.15981814712109765,0.6806722596817516,0,0,0,0,0,0.0,0.0,0.0,False,False,0.0,1,0
SR-p53,Reactive Oxygen Species Pathway,98,0.34732624194524087,0.8976589070676926,0,0,0,0,0,0.0,0.0,0.0,False,False,0.0,1,1
SR-p53,Spermatogenesis,98,0.566403364899688,1.0915155331623945,0,0,0,0,0,0.0,0.0,0.0,False,False,0.0,1,1
SR-p53,TGF-beta Signaling,98,0.43535817139873934,0.9460426734747669,0,0,0,0,0,0.0,0.0,0.0,False,False,0.0,1,1
SR-p53,TNF-alpha Signaling via NF-kB,98,0.7410816055404229,1.3177331706782027,21,39,39,0,0,0.21428571428571427,0.3979591836734694,0.21428571428571427,True,True,0.0,1,4
SR-p53,UV Response Dn,98,0.4829245089482278,0.9867797550752628,0,0,0,0,0,0.0,0.0,0.0,False,False,0.0,1,1
SR-p53,UV Response Up,98,0.39246535578004027,0.8481902013002136,0,0,0,0,0,0.0,0.0,0.0,False,False,0.0,1,0
SR-p53,Unfolded Protein Response,98,0.5170348201227218,0.9429393019553041,0,0,0,0,0,0.0,0.0,0.0,False,False,0.0,1,1
SR-p53,Wnt-beta Catenin Signaling,98,0.4364432419269835,0.9308703182710067,0,0,0,0,0,0.0,0.0,0.0,False,False,0.0,1,0
SR-p53,Xenobiotic Metabolism,98,0.6114648708216808,0.9652976855862615,0,0,0,0,0,0.0,0.0,0.0,False,False,0.0,1,0
SR-p53,heme Metabolism,98,0.29439547520116127,0.8528730141357466,0,0,0,0,0,0.0,0.0,0.0,False,False,0.0,1,0
SR-p53,mTORC1 Signaling,98,0.703681241149251,1.1329758032232555,3,5,5,0,0,0.030612244897959183,0.05102040816326531,0.030612244897959183,True,True,0.0,1,3
SR-p53,p53 Pathway,98,0.5713294522678033,1.1683403698021566,26,29,29,0,0,0.2653061224489796,0.29591836734693877,0.2653061224489796,True,True,0.0,1,2
