ik,y,mean_probability_chem,mean_probability_chem_plus_bio,mean_delta_p,mean_aligned_delta_p,sd_aligned_delta_p,median_aligned_delta_p,mean_delta_rank,mean_aligned_delta_rank,mean_B,mean_aligned_B,mean_delta_log_loss,mean_log_loss_improvement,wilcoxon_p_aligned_delta_p,n_positive_direction,n_repeats_exceeding_threshold,n_repeats,task,drug_name,bh_q_rescue_correction,stable_min_repeats,selected_wilcoxon_only,magnitude_ok,selected,selected_q_lt_0.01,selected_q_lt_0.05,selected_q_lt_0.1,selected_q_lt_0.2,selected_previous,role,favorable_change,selected_delta_p,compound_name,tox21_label_conflict,display_rank
OPXLLQIJSORQAM,1,0.1487657752255087,0.4832944258458127,0.3345286506203039,0.3345286506203039,0.1390243861647142,0.3441877211301652,0.2560718057022175,0.2560718057022175,1.6602080824730905,1.6602080824730905,-1.1260211737762031,1.1260211737762031,9.5367431640625e-07,20,19,20,SR-MMP,mebendazole,2.0069862479594217e-06,True,True,True,True,True,True,True,True,True,Rescue,0.3345286506203039,0.3345286506203039,Mebendazole,False,8
OZGNYLLQHRPOBR,0,0.282531878750376,0.2401179241197923,-0.0424139546305837,0.0424139546305837,0.020643019663279,0.0411938499019528,-0.0546462513199577,0.0546462513199577,-0.2247088325556689,0.2247088325556689,-0.0570611279791577,0.0570611279791577,9.5367431640625e-07,20,18,20,SR-MMP,naftifine,1.674643788722086e-06,True,True,True,True,True,True,True,True,True,Correction,0.0424139546305837,0.0424139546305837,Naftifine,False,19
PCLITLDOTJTVDJ,0,0.1492644295475588,0.1255173378103582,-0.0237470917372006,0.0237470917372006,0.0143841448317463,0.0225357482129679,-0.0538014783526926,0.0538014783526926,-0.2045286022756227,0.2045286022756227,-0.0274696134044048,0.0274696134044048,9.5367431640625e-07,20,11,20,SR-MMP,clomethiazole,1.674643788722086e-06,False,True,True,True,False,False,False,False,False,Correction,0.0237470917372006,0.0237470917372006,Clomethiazole,False,5
RBTBFTRPCNLSDE,1,0.5469223551523965,0.938758410546988,0.3918360553945915,0.3918360553945915,0.0590859214952234,0.4057412426459911,0.0179514255543822,0.0179514255543822,2.87441014089408,2.87441014089408,-0.5385390945889859,0.5385390945889859,9.5367431640625e-07,20,20,20,SR-MMP,methylene-blue,2.0069862479594217e-06,True,True,True,True,True,True,True,True,True,Rescue,0.3918360553945915,0.3918360553945915,Methylene Blue,False,1
RGPDEAGGEXEMMM,0,0.160445826488255,0.135507442915652,-0.024938383572603,0.024938383572603,0.0089097501693606,0.0245171765313188,-0.0581837381203801,0.0581837381203801,-0.1989345306409675,0.1989345306409675,-0.0292670101296322,0.0292670101296322,9.5367431640625e-07,20,14,20,SR-MMP,nefopam,1.674643788722086e-06,False,True,True,True,False,False,False,False,False,Correction,0.024938383572603,0.024938383572603,Nefopam,False,17
RJMIEHBSYVWVIN,0,0.4803021459295283,0.4228609251151444,-0.057441220814384,0.057441220814384,0.0212683956713233,0.0547675965383257,-0.0535902851108764,0.0535902851108764,-0.232903800326833,0.232903800326833,-0.1043950889692821,0.1043950889692821,9.5367431640625e-07,20,19,20,SR-MMP,indoprofen,1.674643788722086e-06,True,True,True,True,True,True,True,True,True,Correction,0.057441220814384,0.057441220814384,Indoprofen,False,11
RJMUSRYZPJIFPJ,1,0.3372756762612377,0.9224685000909028,0.5851928238296652,0.5851928238296652,0.1264229229464897,0.630683628426312,0.0930306230200633,0.0930306230200633,4.307736843849011,4.307736843849011,-0.9929111195597063,0.9929111195597063,9.5367431640625e-07,20,20,20,SR-MMP,niclosamide,2.0069862479594217e-06,True,True,True,True,True,True,True,True,True,Rescue,0.5851928238296652,0.5851928238296652,Niclosamide,False,3
TVQZAMVBTVNYLA,0,0.1609689763707735,0.122775850810422,-0.0381931255603515,0.0381931255603515,0.0134900708337647,0.040870056867222,-0.1021647307286166,0.1021647307286166,-0.3198066365010303,0.3198066365010303,-0.0444586975196162,0.0444586975196162,9.5367431640625e-07,20,19,20,SR-MMP,pranoprofen,1.674643788722086e-06,True,True,True,True,True,True,True,True,True,Correction,0.0381931255603515,0.0381931255603515,Pranoprofen,False,8
UGTJLJZQQFGTJD,1,0.2615991224132641,0.8871214519087415,0.6255223294954774,0.6255223294954774,0.0930105808380983,0.6554506475439882,0.141974656810982,0.141974656810982,3.429853808414532,3.429853808414532,-1.215938587087438,1.215938587087438,9.5367431640625e-07,20,20,20,SR-MMP,CCCP,2.0069862479594217e-06,True,True,True,True,True,True,True,True,True,Rescue,0.6255223294954774,0.6255223294954774,CCCP,False,5
UIARLYUEJFELEN,1,0.4886496941286011,0.7133112299880201,0.224661535859419,0.224661535859419,0.0647191493840001,0.2224077016796471,0.0072333685322069,0.0072333685322069,0.985250549239231,0.985250549239231,-0.3736069389640372,0.3736069389640372,9.5367431640625e-07,20,20,20,SR-MMP,lestaurtinib,2.0069862479594217e-06,True,True,True,True,True,True,True,True,True,Rescue,0.224661535859419,0.224661535859419,Lestaurtinib,False,6
VEMKTZHHVJILDY,0,0.2462405003718782,0.1812900766677453,-0.0649504237041328,0.0649504237041328,0.0264012344924264,0.0608876849638199,-0.0935058078141499,0.0935058078141499,-0.3982733068433308,0.3982733068433308,-0.082382447371459,0.082382447371459,9.5367431640625e-07,20,19,20,SR-MMP,resmethrin,1.674643788722086e-06,True,True,True,True,True,True,True,True,True,Correction,0.0649504237041328,0.0649504237041328,Resmethrin,False,7
WDJUZGPOPHTGOT,1,0.1093177002722732,0.6529957659803433,0.5436780657080701,0.5436780657080701,0.1307387675120793,0.5981780067703895,0.4387011615628299,0.4387011615628299,2.7637947206854845,2.7637947206854845,-1.7639316029073708,1.7639316029073708,9.5367431640625e-07,20,20,20,SR-MMP,digitoxin,2.0069862479594217e-06,True,True,True,True,True,True,True,True,True,Rescue,0.5436780657080701,0.5436780657080701,Digitoxin,False,14
WGQKYBSKWIADBV,0,0.2106024204939234,0.1628615554494205,-0.0477408650445029,0.0477408650445029,0.0127326614589482,0.047781662174324,-0.0881731784582893,0.0881731784582893,-0.3184083098185372,0.3184083098185372,-0.0586414997001553,0.0586414997001553,9.5367431640625e-07,20,20,20,SR-MMP,benzydamine,1.674643788722086e-06,True,True,True,True,True,True,True,True,True,Correction,0.0477408650445029,0.0477408650445029,Benzydamine,False,20
XDRYMKDFEDOLFX,1,0.188671865850171,0.3486651634319427,0.1599932975817717,0.1599932975817717,0.0692705116362744,0.1588358517343007,0.1095036958817317,0.1095036958817317,0.8200295313675671,0.8200295313675671,-0.594089506035673,0.594089506035673,9.5367431640625e-07,20,19,20,SR-MMP,pentamidine,2.0069862479594217e-06,True,True,True,True,True,True,True,True,True,Rescue,0.1599932975817717,0.1599932975817717,Pentamidine,False,19
YWJXCIXBAKGUKZ,0,0.1330738569501262,0.093356230373221,-0.0397176265769051,0.0397176265769051,0.0146221005999401,0.0362215017605884,-0.1306230200633579,0.1306230200633579,-0.4069638951926097,0.4069638951926097,-0.0447294320489327,0.0447294320489327,9.5367431640625e-07,20,19,20,SR-MMP,bergenin,1.674643788722086e-06,True,True,True,True,True,True,True,True,True,Correction,0.0397176265769051,0.0397176265769051,Bergenin,False,2
AAOVKJBEBIDNHE,0,0.1685284174251185,0.1380746674413189,-0.0304537499837995,0.0304537499837995,0.0111166824145788,0.028824958707503,-0.0677320490367775,0.0677320490367775,-0.2378243196638632,0.2378243196638632,-0.0359303525933311,0.0359303525933311,9.5367431640625e-07,20,17,20,SR-p53,diazepam,1.5412321769785217e-06,True,True,True,True,True,True,True,True,True,Correction,0.0304537499837995,0.0304537499837995,Diazepam,False,16
BLXXJMDCKKHMKV,0,0.1540755345593254,0.1133298347541339,-0.0407456998051915,0.0407456998051915,0.0165515058420935,0.0420471856034291,-0.113922942206655,0.113922942206655,-0.3590786320491935,0.3590786320491935,-0.0469950870226932,0.0469950870226932,9.5367431640625e-07,20,19,20,SR-p53,nabumetone,1.5412321769785217e-06,True,True,True,True,True,True,True,True,True,Correction,0.0407456998051915,0.0407456998051915,Nabumetone,False,1
BMUKKTUHUDJSNZ,0,0.0509101789150407,0.0352489490459005,-0.0156612298691402,0.0156612298691402,0.0041950080697073,0.0145065771112844,-0.098861646234676,0.098861646234676,-0.3886170088507526,0.3886170088507526,-0.0163648315535136,0.0163648315535136,9.5367431640625e-07,20,3,20,SR-p53,isoxsuprine,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False,Correction,0.0156612298691402,,Isoxsuprine,False,15
BUXRLJCGHZZYNE,0,0.0627799122447172,0.0382895033720798,-0.0244904088726374,0.0244904088726374,0.0050576651736219,0.0238137518280365,-0.2366024518388791,0.2366024518388791,-0.5275810374305131,0.5275810374305131,-0.0257854678066123,0.0257854678066123,9.5367431640625e-07,20,18,20,SR-p53,cimaterol,1.5412321769785217e-06,True,True,True,True,True,True,True,True,True,Correction,0.0244904088726374,0.0244904088726374,Cimaterol,False,3
FJLGEFLZQAZZCD,0,0.1093140434580393,0.2359915147335013,0.126677471275462,-0.126677471275462,0.0755786838530847,-0.0958199547203867,0.1364273204903678,-0.1364273204903678,0.8797171572819472,-0.8797171572819472,0.158303917411077,-0.158303917411077,1.0,0,0,20,SR-p53,fluvastatin,1.0,False,False,False,False,False,False,False,False,False,Correction,-0.126677471275462,,Fluvastatin,False,6
GDLIGKIOYRNHDA,0,0.0801569031554316,0.0937425941019226,0.0135856909464909,-0.0135856909464909,0.0074891291217707,-0.0104305959793612,0.124430823117338,-0.124430823117338,0.1673486162624851,-0.1673486162624851,0.0149323609632201,-0.0149323609632201,1.0,0,0,20,SR-p53,clomipramine,1.0,False,False,False,False,False,False,False,False,False,Correction,-0.0135856909464909,,Clomipramine,False,10
GZUITABIAKMVPG,1,0.2289400961040261,0.4388385228975363,0.2098984267935101,0.2098984267935101,0.0951021338464665,0.190764929269203,-0.0069614711033275,-0.0069614711033275,0.9579610644477587,0.9579610644477587,-0.6254824418761569,0.6254824418761569,9.5367431640625e-07,20,19,20,SR-p53,raloxifene,1.354493956634964e-06,True,True,True,True,True,True,True,True,True,Rescue,0.2098984267935101,0.2098984267935101,Raloxifene,False,18
HYFHYPWGAURHIV,1,0.0998467328080419,0.4234881915879394,0.3236414587798976,0.3236414587798976,0.1135308529728435,0.3487806976908775,0.2226357267950963,0.2226357267950963,1.8558916306625144,1.8558916306625144,-1.3920348944663208,1.3920348944663208,9.5367431640625e-07,20,19,20,SR-p53,BRD-K76674262,1.354493956634964e-06,True,True,True,True,True,True,True,True,True,Rescue,0.3236414587798976,0.3236414587798976,BRD-K76674262,False,10
IXORZMNAPKEEDV,0,0.0776101842432634,0.0674765026216159,-0.0101336816216475,0.0101336816216475,0.0033610350769618,0.0100307911922169,-0.0612084063047285,0.0612084063047285,-0.1513567648863733,0.1513567648863733,-0.0109255042917972,0.0109255042917972,9.5367431640625e-07,20,0,20,SR-p53,MD-920,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False,Correction,0.0101336816216475,,MD-920,False,12
JAYAGJDXJIDEKI,1,0.1845746358783008,0.4821404254760151,0.2975657895977142,0.2975657895977142,0.1348644137249209,0.3281449213627067,0.0272329246935201,0.0272329246935201,1.3996164001624396,1.3996164001624396,-0.9127434385630598,0.9127434385630598,9.5367431640625e-07,20,19,20,SR-p53,lanatoside-c,1.354493956634964e-06,True,True,True,True,True,True,True,True,True,Rescue,0.2975657895977142,0.2975657895977142,Lanatoside C,False,9
JBIMVDZLSHOPLA,0,0.0901360611802637,0.0895315667741473,-0.0006044944061164,0.0006044944061164,0.0030354426503811,0.0001676455972575,0.015893169877408,-0.015893169877408,-0.0082323590651037,0.0082323590651037,-0.0006570520338443,0.0006570520338443,0.4061775207519531,10,0,20,SR-p53,olopatadine,0.5109028092349868,False,False,False,False,False,False,False,False,False,Correction,0.0006044944061164,,Olopatadine,False,9
JXLYSJRDGCGARV,1,0.1671441474184537,0.3455203587429353,0.1783762113244816,0.1783762113244816,0.1408691794445326,0.1366682158970822,0.0283274956217162,0.0283274956217162,0.9145602622639788,0.9145602622639788,-0.6479883105425996,0.6479883105425996,9.5367431640625e-07,20,18,20,SR-p53,vinblastine,1.354493956634964e-06,True,True,True,True,True,True,True,True,True,Rescue,0.1783762113244816,0.1783762113244816,Vinblastine,False,7
KHOITXIGCFIULA,1,0.1165365793612377,0.459323359933678,0.3427867805724403,0.3427867805724403,0.1283306273333183,0.3175458062156526,0.1560858143607705,0.1560858143607705,1.8555636445710648,1.8555636445710648,-1.3342550443268149,1.3342550443268149,9.5367431640625e-07,20,20,20,SR-p53,bisacodyl,1.354493956634964e-06,True,True,True,True,True,True,True,True,True,Rescue,0.3427867805724403,0.3427867805724403,Bisacodyl,False,13
KYRVNWMVYQXFEU,1,0.2547868222006204,0.5289637618026968,0.2741769396020764,0.2741769396020764,0.1418169632366153,0.2848235521871639,-0.0077495621716287,-0.0077495621716287,1.1963912736296582,1.1963912736296582,-0.6884119985064406,0.6884119985064406,9.5367431640625e-07,20,18,20,SR-p53,nocodazole,1.354493956634964e-06,True,True,True,True,True,True,True,True,True,Rescue,0.2741769396020764,0.2741769396020764,Nocodazole,False,11
LCTZPQRFOZKZNK,0,0.075710816967354,0.0570346755417332,-0.0186761414256207,0.0186761414256207,0.0099882093378792,0.0208150271910674,-0.1667250437828371,0.1667250437828371,-0.3143831092313799,0.3143831092313799,-0.0199710492801318,0.0199710492801318,9.5367431640625e-07,20,10,20,SR-p53,diphemanil,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False,Correction,0.0186761414256207,,Diphemanil,False,4
LTMHDMANZUZIPE,1,0.1905260975664057,0.4327029617568301,0.2421768641904244,0.2421768641904244,0.1161934734235985,0.2410442269100493,0.0185639229422066,0.0185639229422066,1.1784264010710932,1.1784264010710932,-0.7902931038540505,0.7902931038540505,9.5367431640625e-07,20,20,20,SR-p53,digoxin,1.354493956634964e-06,True,True,True,True,True,True,True,True,True,Rescue,0.2421768641904244,0.2421768641904244,Digoxin,False,2
MDKGKXOCJGEUJW,0,0.0924579617988468,0.0755748120300499,-0.0168831497687968,0.0168831497687968,0.0042518383528406,0.0165526819655089,-0.111646234676007,0.111646234676007,-0.2195206376190048,0.2195206376190048,-0.0184419822076927,0.0184419822076927,9.5367431640625e-07,20,3,20,SR-p53,suprofen,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False,Correction,0.0168831497687968,,Suprofen,False,13
MLDQJTXFUGDVEO,1,0.0820449705096589,0.3028178688717171,0.2207728983620582,0.2207728983620582,0.121015350402688,0.2355827716779072,0.3296847635726795,0.3296847635726795,1.506057453632487,1.506057453632487,-1.2151833323246282,1.2151833323246282,9.5367431640625e-07,20,19,20,SR-p53,sorafenib,1.354493956634964e-06,True,True,True,True,True,True,True,True,True,Rescue,0.2207728983620582,0.2207728983620582,Sorafenib,False,20
NRUKOCRGYNPUPR,1,0.201865651352621,0.9044478923295618,0.7025822409769409,0.7025822409769409,0.1127207468038676,0.7622705577009173,0.0334938704028021,0.0334938704028021,4.359239210202016,4.359239210202016,-1.4938065998554433,1.4938065998554433,9.5367431640625e-07,20,20,20,SR-p53,teniposide,1.354493956634964e-06,True,True,True,True,True,True,True,True,True,Rescue,0.7025822409769409,0.7025822409769409,Teniposide,False,16
NUHPODZZKHQQET,0,0.0987277649258542,0.0783837587293428,-0.0203440061965113,0.0203440061965113,0.0065240010893857,0.0220288003148574,-0.1283274956217163,0.1283274956217163,-0.2551596788551475,0.2551596788551475,-0.0223114260521103,0.0223114260521103,9.5367431640625e-07,20,14,20,SR-p53,siguazodan,1.5412321769785217e-06,False,True,True,True,False,False,False,False,False,Correction,0.0203440061965113,0.0203440061965113,Siguazodan,False,14
OPXLLQIJSORQAM,1,0.1526933665011899,0.396798097114117,0.244104730612927,0.244104730612927,0.1548009123099732,0.1987024622342337,0.0601138353765323,0.0601138353765323,1.2689158897198678,1.2689158897198678,-0.8887731293748539,0.8887731293748539,9.5367431640625e-07,20,20,20,SR-p53,mebendazole,1.354493956634964e-06,True,True,True,True,True,True,True,True,True,Rescue,0.244104730612927,0.244104730612927,Mebendazole,False,8
OZGNYLLQHRPOBR,0,0.0973417934540742,0.0881965810968914,-0.0091452123571828,0.0091452123571828,0.0043733081435502,0.0103092486837428,-0.0434763572679509,0.0434763572679509,-0.1084045127419486,0.1084045127419486,-0.0100891185729816,0.0100891185729816,9.5367431640625e-07,20,0,20,SR-p53,naftifine,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False,Correction,0.0091452123571828,,Naftifine,False,19
PCLITLDOTJTVDJ,0,0.1094131543102608,0.0967188994344734,-0.0126942548757873,0.0126942548757873,0.0058360634120711,0.011142149058217,-0.0629597197898423,0.0629597197898423,-0.1402685953023378,0.1402685953023378,-0.0141243761807585,0.0141243761807585,9.5367431640625e-07,20,1,20,SR-p53,clomethiazole,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False,Correction,0.0126942548757873,,Clomethiazole,False,5
RBTBFTRPCNLSDE,1,0.3872598417038143,0.8399641850219206,0.4527043433181064,0.4527043433181064,0.121980248134515,0.4444241212305146,-0.0019264448336251,-0.0019264448336251,2.418519963902876,2.418519963902876,-0.7640163484546094,0.7640163484546094,9.5367431640625e-07,20,20,20,SR-p53,methylene-blue,1.354493956634964e-06,True,True,True,True,True,True,True,True,True,Rescue,0.4527043433181064,0.4527043433181064,Methylene Blue,False,1
RGPDEAGGEXEMMM,0,0.073896615296953,0.0623692108642492,-0.0115274044327038,0.0115274044327038,0.0050183407774878,0.0116959640408716,-0.0776269702276707,0.0776269702276707,-0.1836101681702913,0.1836101681702913,-0.012366107790623,0.012366107790623,9.5367431640625e-07,20,0,20,SR-p53,nefopam,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False,Correction,0.0115274044327038,,Nefopam,False,17
RJMIEHBSYVWVIN,0,0.0982916209848919,0.0735367721846436,-0.0247548488002482,0.0247548488002482,0.0055206141140838,0.0234959319358905,-0.1704903677758318,0.1704903677758318,-0.3173224434339635,0.3173224434339635,-0.0270914577791497,0.0270914577791497,9.5367431640625e-07,20,18,20,SR-p53,indoprofen,1.5412321769785217e-06,True,True,True,True,True,True,True,True,True,Correction,0.0247548488002482,0.0247548488002482,Indoprofen,False,11
RJMUSRYZPJIFPJ,1,0.0903215667841045,0.6643604822389635,0.574038915454859,0.574038915454859,0.1609192286336975,0.4762851711576709,0.3177320490367776,0.3177320490367776,3.1118928490352498,3.1118928490352498,-1.968963611618512,1.968963611618512,9.5367431640625e-07,20,20,20,SR-p53,niclosamide,1.354493956634964e-06,True,True,True,True,True,True,True,True,True,Rescue,0.574038915454859,0.574038915454859,Niclosamide,False,3
TVQZAMVBTVNYLA,0,0.0834460717767207,0.0608735022018978,-0.0225725695748228,0.0225725695748228,0.0071841434143091,0.0225307284542745,-0.2042907180385288,0.2042907180385288,-0.3438149155854607,0.3438149155854607,-0.0243168622174073,0.0243168622174073,9.5367431640625e-07,20,15,20,SR-p53,pranoprofen,1.5412321769785217e-06,True,True,True,True,True,True,True,True,True,Correction,0.0225725695748228,0.0225725695748228,Pranoprofen,False,8
UIARLYUEJFELEN,1,0.3255427907734384,0.7266314101470301,0.4010886193735917,0.4010886193735917,0.1781156305818186,0.4038879222119794,-0.005385288966725,-0.005385288966725,1.891773285937792,1.891773285937792,-0.7650890208891198,0.7650890208891198,9.5367431640625e-07,20,18,20,SR-p53,lestaurtinib,1.354493956634964e-06,True,True,True,True,True,True,True,True,True,Rescue,0.4010886193735917,0.4010886193735917,Lestaurtinib,False,6
VEMKTZHHVJILDY,0,0.0586469437939243,0.0371181533215841,-0.0215287904723402,0.0215287904723402,0.0058018947189485,0.0208936585463331,-0.1849824868651488,0.1849824868651488,-0.4901189549756022,0.4901189549756022,-0.0226015619138633,0.0226015619138633,9.5367431640625e-07,20,11,20,SR-p53,resmethrin,1.5412321769785217e-06,False,True,True,True,False,False,False,False,False,Correction,0.0215287904723402,0.0215287904723402,Resmethrin,False,7
WDDPHFBMKLOVOX,1,0.1632564593644999,0.4968048910005227,0.3335484316360227,0.3335484316360227,0.2023148789224059,0.2687781198398722,0.0517950963222416,0.0517950963222416,1.6337947713572418,1.6337947713572418,-1.0267423063326386,1.0267423063326386,9.5367431640625e-07,20,19,20,SR-p53,clofarabine,1.354493956634964e-06,True,True,True,True,True,True,True,True,True,Rescue,0.3335484316360227,0.3335484316360227,Clofarabine,False,15
WDJUZGPOPHTGOT,1,0.1919611645426455,0.4188239659510955,0.22686280140845,0.22686280140845,0.1160219758603527,0.2269216588400981,0.0138353765323993,0.0138353765323993,1.106729373166021,1.106729373166021,-0.7478781646650126,0.7478781646650126,9.5367431640625e-07,20,20,20,SR-p53,digitoxin,1.354493956634964e-06,True,True,True,True,True,True,True,True,True,Rescue,0.22686280140845,0.22686280140845,Digitoxin,False,14
WGQKYBSKWIADBV,0,0.046777456378652,0.0338057680430673,-0.0129716883355847,0.0129716883355847,0.0047998425834141,0.0115548840728042,-0.055385288966725,0.055385288966725,-0.3473408861610609,0.3473408861610609,-0.0135070977436665,0.0135070977436665,9.5367431640625e-07,20,1,20,SR-p53,benzydamine,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False,Correction,0.0129716883355847,,Benzydamine,False,20
YWJXCIXBAKGUKZ,0,0.1755649964568779,0.1186392033123314,-0.0569257931445464,0.0569257931445464,0.0148839696816876,0.0594616058400194,-0.1280210157618213,0.1280210157618213,-0.4647971853168487,0.4647971853168487,-0.0666888722209916,0.0666888722209916,9.5367431640625e-07,20,20,20,SR-p53,bergenin,1.5412321769785217e-06,True,True,True,True,True,True,True,True,True,Correction,0.0569257931445464,0.0569257931445464,Bergenin,False,2
