ik,y,mean_probability_chem,mean_probability_chem_plus_bio,mean_delta_p,mean_aligned_delta_p,sd_aligned_delta_p,median_aligned_delta_p,mean_delta_rank,mean_aligned_delta_rank,mean_B,mean_aligned_B,mean_delta_log_loss,mean_log_loss_improvement,wilcoxon_p_aligned_delta_p,n_positive_direction,n_repeats_exceeding_threshold,n_repeats,task,drug_name,bh_q_rescue_correction,stable_min_repeats,selected_wilcoxon_only,magnitude_ok,selected,selected_q_lt_0.01,selected_q_lt_0.05,selected_q_lt_0.1,selected_q_lt_0.2,selected_previous
DERZBLKQOCDDDZ,0,0.0743013512705863,0.0679304983301577,-0.0063708529404285,0.0063708529404285,0.0034554794130289,0.0056383822274137,-0.0331027667984189,0.0331027667984189,-0.0961853447702814,0.0961853447702814,-0.0068622607797908,0.0068622607797908,9.5367431640625e-07,20,0,20,NR-Aromatase,cinnarizine,2.4190763147865854e-06,False,True,False,False,False,False,False,False,False
DFPAKSUCGFBDDF,0,0.054433674206891,0.0464737812314599,-0.007959892975431,0.007959892975431,0.0057216914081108,0.0092456813879269,-0.0404150197628458,0.0404150197628458,-0.1695165164451245,0.1695165164451245,-0.0083777445221084,0.0083777445221084,9.5367431640625e-07,20,1,20,NR-Aromatase,nicotinamide,2.4190763147865854e-06,False,True,False,False,False,False,False,False,False
DGMKFQYCZXERLX,0,0.0443009329045967,0.0392913872421923,-0.0050095456624043,0.0050095456624043,0.0055311060305956,0.0030862867966978,0.0171442687747035,-0.0171442687747035,-0.1360996006645219,0.1360996006645219,-0.0052152835234878,0.0052152835234878,1.811981201171875e-05,17,0,20,NR-Aromatase,proglumide,3.5187020836034755e-05,False,True,False,False,False,False,False,False,False
DGMPVYSXXIOGJY,0,0.0764035188896217,0.064049473159085,-0.0123540457305367,0.0123540457305367,0.0066634238967017,0.0131216715373022,-0.0985671936758893,0.0985671936758893,-0.1915253808122506,0.1915253808122506,-0.0132825727003442,0.0132825727003442,9.5367431640625e-07,20,2,20,NR-Aromatase,fusaric-acid,2.4190763147865854e-06,False,True,False,False,False,False,False,False,False
DHSSDEDRBUKTQY,0,0.0534808742982469,0.0453826074880902,-0.0080982668101566,0.0080982668101566,0.0052632467564286,0.006609273556231,-0.0425395256916996,0.0425395256916996,-0.1779183339559242,0.1779183339559242,-0.0085125113932391,0.0085125113932391,9.5367431640625e-07,20,2,20,NR-Aromatase,talipexole,2.4190763147865854e-06,False,True,False,False,False,False,False,False,False
DJBNUMBKLMJRSA,0,0.0600877683105691,0.0743987506843133,0.0143109823737442,-0.0143109823737442,0.0106374656035223,-0.0130355017035115,0.1920454545454545,-0.1920454545454545,0.2172030181667848,-0.2172030181667848,0.0154215939776941,-0.0154215939776941,1.0,0,0,20,NR-Aromatase,flecainide,1.0,False,False,False,False,False,False,False,False,False
DJEIHHYCDCTAAH,0,0.1086037837132863,0.0862423011391045,-0.0223614825741818,0.0223614825741818,0.0212579839863312,0.0138154137432256,-0.1581027667984189,0.1581027667984189,-0.2906435557073725,0.2906435557073725,-0.0245876048691459,0.0245876048691459,9.5367431640625e-07,20,7,20,NR-Aromatase,mofezolac,2.4190763147865854e-06,False,True,True,True,False,False,False,False,False
DJQOOSBJCLSSEY,0,0.0351076680206677,0.0302135733409784,-0.0048940946796893,0.0048940946796893,0.002793033900752,0.0044003519729366,0.0103754940711462,-0.0103754940711462,-0.1593624871877195,0.1593624871877195,-0.0050558481370906,0.0050558481370906,9.5367431640625e-07,20,0,20,NR-Aromatase,acipimox,2.4190763147865854e-06,False,True,False,False,False,False,False,False,False
DKLKMKYDWHYZTD,0,0.0466006800241536,0.0359069372518045,-0.0106937427723491,0.0106937427723491,0.0056813973230663,0.0106017032927532,-0.075197628458498,0.075197628458498,-0.2835435414568528,0.2835435414568528,-0.0111424923039458,0.0111424923039458,9.5367431640625e-07,20,1,20,NR-Aromatase,hexylcaine,2.4190763147865854e-06,False,True,False,False,False,False,False,False,False
DKMFBWQBDIGMHM,0,0.063571763610353,0.0641211419972583,0.0005493783869052,-0.0005493783869052,0.0049535630831174,-0.0013375892848231,0.0523221343873517,-0.0523221343873517,0.0054858791075114,-0.0054858791075114,0.0006033340855437,-0.0006033340855437,0.9620742797851562,5,0,20,NR-Aromatase,melperone,1.0,False,False,False,False,False,False,False,False,False
DKNWSYNQZKUICI,0,0.0529521291683728,0.048183657037182,-0.0047684721311908,0.0047684721311908,0.0017881957408561,0.0052689847057297,0.0055830039525691,-0.0055830039525691,-0.1000481195584881,0.1000481195584881,-0.0050221885164379,0.0050221885164379,9.5367431640625e-07,20,0,20,NR-Aromatase,amantadine,2.4190763147865854e-06,False,True,False,False,False,False,False,False,False
DKYWVDODHFEZIM,0,0.0625592177542124,0.0510658016952091,-0.0114934160590033,0.0114934160590033,0.0116021540773141,0.0071349759189582,-0.0945652173913043,0.0945652173913043,-0.2380588182791903,0.2380588182791903,-0.0121382525244282,0.0121382525244282,2.384185791015625e-05,17,5,20,NR-Aromatase,dexketoprofen,4.554281429368622e-05,False,True,False,False,False,False,False,False,False
DLNKOYKMWOXYQA,0,0.0581083556638862,0.0523492458301136,-0.0057591098337726,0.0057591098337726,0.0115522310322321,0.001499727674211,-0.0179347826086956,0.0179347826086956,-0.1287440184121984,0.1287440184121984,-0.0060531011944475,0.0060531011944475,0.0318613052368164,13,3,20,NR-Aromatase,BRD-K27853494,0.0447780506030933,False,True,False,False,False,False,False,False,False
DMDGGSIALPNSEE,0,0.0408912595072673,0.0357753440444001,-0.0051159154628671,0.0051159154628671,0.0026512219733677,0.0053135951679719,0.00899209486166,-0.00899209486166,-0.1417537907207086,0.1417537907207086,-0.0053167219914262,0.0053167219914262,9.5367431640625e-07,20,0,20,NR-Aromatase,hydroflumethiazide,2.4190763147865854e-06,False,True,False,False,False,False,False,False,False
DMJNNHOOLUXYBV,0,0.0401245579837944,0.0319867662328685,-0.0081377917509258,0.0081377917509258,0.003247372412496,0.0078085746160103,-0.0303853754940711,0.0303853754940711,-0.2374358401535844,0.2374358401535844,-0.0084406469998094,0.0084406469998094,9.5367431640625e-07,20,0,20,NR-Aromatase,meropenem,2.4190763147865854e-06,False,True,False,False,False,False,False,False,False
DMJWENQHWZZWDF,0,0.0676851691564277,0.0669264550140365,-0.0007587141423912,0.0007587141423912,0.0087059529819871,0.0024020805499602,0.021590909090909,-0.021590909090909,-0.0186287624527321,0.0186287624527321,-0.0007711108791525,0.0007711108791525,0.0005083084106445,18,0,20,NR-Aromatase,ecopipam,0.0008496012006487,False,True,False,False,False,False,False,False,False
DMZCCFMMPHJWQY,0,0.054744413147069,0.0848508136185528,0.0301064004714837,-0.0301064004714837,0.0172111162086546,-0.0257912146016584,0.333596837944664,-0.333596837944664,0.4477315271670539,-0.4477315271670539,0.0325742310449495,-0.0325742310449495,0.9999990463256836,1,0,20,NR-Aromatase,U-18666A,1.0,False,False,False,False,False,False,False,False,False
DNTGGZPQPQTDQF,0,0.0805491932274586,0.0811724461530196,0.0006232529255609,-0.0006232529255609,0.0081581552239465,0.0012383267999036,0.0140810276679841,-0.0140810276679841,0.0057279190197475,-0.0057279190197475,0.0007007390885254,-0.0007007390885254,0.2045488357543945,14,0,20,NR-Aromatase,crotamiton,0.2689012784636422,False,False,False,False,False,False,False,False,False
DNTSIBUQMRRYIU,0,0.0569912750333924,0.0428466827313692,-0.0141445923020231,0.0141445923020231,0.0078407114496757,0.0133305339147972,-0.1364130434782608,0.1364130434782608,-0.3106181638225525,0.3106181638225525,-0.0148705705019501,0.0148705705019501,9.5367431640625e-07,20,3,20,NR-Aromatase,GW-9662,2.4190763147865854e-06,False,True,False,False,False,False,False,False,False
DNXHEGUUPJUMQT,0,0.0563471841668724,0.0513699295220546,-0.0049772546448177,0.0049772546448177,0.0039071663584323,0.00509158881527,0.0013833992094861,-0.0013833992094861,-0.0980450051860749,0.0980450051860749,-0.005260394067204,0.005260394067204,5.245208740234375e-05,19,0,20,NR-Aromatase,estrone,9.607662193462574e-05,False,True,False,False,False,False,False,False,False
DOMXUEMWDBAQBQ,0,0.1219146683762099,0.1180220464338306,-0.0038926219423793,0.0038926219423793,0.011142456199323,-0.0003847185536151,-0.0476778656126482,0.0476778656126482,-0.0417818417423035,0.0417818417423035,-0.0043474863158489,0.0043474863158489,0.3238277435302734,9,2,20,NR-Aromatase,terbinafine,0.4192292779313083,False,False,False,False,False,False,False,False,False
DOUYETYNHWVLEO,0,0.1719207880321958,0.1597611681981209,-0.0121596198340749,0.0121596198340749,0.0078107988147439,0.0110920330364509,-0.042292490118577,0.042292490118577,-0.0873410725927194,0.0873410725927194,-0.0146108217147681,0.0146108217147681,9.5367431640625e-07,20,2,20,NR-Aromatase,imiquimod,2.4190763147865854e-06,False,True,False,False,False,False,False,False,False
DPSPPJIUMHPXMA,0,0.0811339940743834,0.0871604688024445,0.006026474728061,-0.006026474728061,0.0152307935766566,0.0005985390654765,0.0338438735177865,-0.0338438735177865,0.0658912234710108,-0.0658912234710108,0.0067204459743308,-0.0067204459743308,0.7738122940063477,11,0,20,NR-Aromatase,flumequine,0.9542665443872744,False,False,False,False,False,False,False,False,False
DPWPWRLQFGFJFI,0,0.0557278071944093,0.0459459781398934,-0.0097818290545158,0.0097818290545158,0.0048106727336271,0.0091947243149653,-0.0656620553359683,0.0656620553359683,-0.2034693335507794,0.2034693335507794,-0.0103081256159363,0.0103081256159363,9.5367431640625e-07,20,0,20,NR-Aromatase,pargyline,2.4190763147865854e-06,False,True,False,False,False,False,False,False,False
DQCKKXVULJGBQN,0,0.0542210176077143,0.0562950846206963,0.0020740670129819,-0.0020740670129819,0.0065583054278831,-4.450699046469955e-05,0.09649209486166,-0.09649209486166,0.035135618043005,-0.035135618043005,0.0022147638369668,-0.0022147638369668,0.805811882019043,10,0,20,NR-Aromatase,naltrexone,0.9898161700391394,False,False,False,False,False,False,False,False,False
DQMZLTXERSFNPB,0,0.031413683521613,0.0275426237508183,-0.0038710597707946,0.0038710597707946,0.0011215793207682,0.0037515802192908,0.0135869565217391,-0.0135869565217391,-0.1358516022181244,0.1358516022181244,-0.0039888719416158,0.0039888719416158,9.5367431640625e-07,20,0,20,NR-Aromatase,primidone,2.4190763147865854e-06,False,True,False,False,False,False,False,False,False
DRLFMBDRBRZALE,0,0.0681367947563398,0.0537674325782976,-0.0143693621780421,0.0143693621780421,0.0112319170034069,0.0126561112798452,-0.1386363636363636,0.1386363636363636,-0.2688951487174231,0.2688951487174231,-0.0152560044376616,0.0152560044376616,9.5367431640625e-07,20,5,20,NR-Aromatase,melatonin,2.4190763147865854e-06,False,True,False,False,False,False,False,False,False
DSFGXPJYDCSWTA,0,0.0640455552547256,0.05351805621826,-0.0105274990364656,0.0105274990364656,0.0029808230434325,0.0100091110399939,-0.0835474308300395,0.0835474308300395,-0.1914940174504454,0.1914940174504454,-0.0111853306459646,0.0111853306459646,9.5367431640625e-07,20,0,20,NR-Aromatase,xanthinol,2.4190763147865854e-06,False,True,False,False,False,False,False,False,False
DTOSIQBPPRVQHS,0,0.0672149058830142,0.0447662640743995,-0.0224486418086147,0.0224486418086147,0.0168389244366752,0.0232518660154437,-0.2407114624505928,0.2407114624505928,-0.5020460298498711,0.5020460298498711,-0.0236683486424037,0.0236683486424037,1.9073486328125e-06,19,11,20,NR-Aromatase,BRD-K33396764,4.354337366615853e-06,False,True,True,False,False,False,False,False,False
DUEPRVBVGDRKAG,0,0.0546128545561921,0.0487182925868992,-0.0058945619692928,0.0058945619692928,0.0041270532186254,0.0048456912203767,-0.0123517786561264,0.0123517786561264,-0.1223253717008245,0.1223253717008245,-0.0062126388483296,0.0062126388483296,9.5367431640625e-07,20,0,20,NR-Aromatase,carbofuran,2.4190763147865854e-06,False,True,False,False,False,False,False,False,False
DUHUCHOQIDJXAT,0,0.0470747901528867,0.041044257837785,-0.0060305323151017,0.0060305323151017,0.0030971766363888,0.0054041379201758,-0.009090909090909,0.009090909090909,-0.148298581771104,0.148298581771104,-0.0062992126861018,0.0062992126861018,1.9073486328125e-06,19,0,20,NR-Aromatase,alfaxalone,4.354337366615853e-06,False,True,False,False,False,False,False,False,False
DURULFYMVIFBIR,0,0.0509798607044765,0.0425414402830423,-0.0084384204214342,0.0084384204214342,0.0051115132211154,0.0069527440261081,-0.041897233201581,0.041897233201581,-0.1936086652033579,0.1936086652033579,-0.0088483144077163,0.0088483144077163,9.5367431640625e-07,20,0,20,NR-Aromatase,practolol,2.4190763147865854e-06,False,True,False,False,False,False,False,False,False
DXGLGDHPHMLXJC,0,0.0649655567155059,0.0603315229686059,-0.0046340337469,0.0046340337469,0.001811382951462,0.0047986319890967,-0.0086462450592885,0.0086462450592885,-0.0783198242386431,0.0783198242386431,-0.0049483519418657,0.0049483519418657,9.5367431640625e-07,20,0,20,NR-Aromatase,oxybenzone,2.4190763147865854e-06,False,True,False,False,False,False,False,False,False
DZZWHBIBMUVIIW,0,0.0859502550236465,0.0800261406862495,-0.0059241143373969,0.0059241143373969,0.0052719218284957,0.0075307065241649,-0.0393280632411067,0.0393280632411067,-0.0782019245338226,0.0782019245338226,-0.0064602880626854,0.0064602880626854,0.0002412796020507,17,0,20,NR-Aromatase,sparfloxacin,0.000418217976888,False,True,False,False,False,False,False,False,False
FABPRXSRWADJSP,0,0.095625123531448,0.0849070962655264,-0.0107180272659216,0.0107180272659216,0.0046342262796428,0.0115009433208016,-0.0742588932806324,0.0742588932806324,-0.1315871801423814,0.1315871801423814,-0.011777775882111,0.011777775882111,9.5367431640625e-07,20,0,20,NR-Aromatase,moxifloxacin,2.4190763147865854e-06,False,True,False,False,False,False,False,False,False
FAGUFWYHJQFNRV,0,0.0305569910821865,0.0232145706863293,-0.0073424203958572,0.0073424203958572,0.0029616164748103,0.0081061190468811,-0.0087450592885375,0.0087450592885375,-0.2865198349529528,0.2865198349529528,-0.0075447485454245,0.0075447485454245,9.5367431640625e-07,20,0,20,NR-Aromatase,tetraethylenepentamine,2.4190763147865854e-06,False,True,False,False,False,False,False,False,False
FASDKYOPVNHBLU,0,0.0534041490527317,0.0464671568137279,-0.0069369922390038,0.0069369922390038,0.003769025998356,0.006867563044957,-0.0244071146245059,0.0244071146245059,-0.1468991959639129,0.1468991959639129,-0.0073024929114975,0.0073024929114975,9.5367431640625e-07,20,0,20,NR-Aromatase,pramipexole,2.4190763147865854e-06,False,True,False,False,False,False,False,False,False
FAXGPCHRFPCXOO,0,0.0487798107564288,0.0425098337627154,-0.0062699769937133,0.0062699769937133,0.0049174034754796,0.0044808786463593,-0.0064229249011857,0.0064229249011857,-0.1538758534921359,0.1538758534921359,-0.0065546161697005,0.0065546161697005,9.5367431640625e-07,20,0,20,NR-Aromatase,pepstatin,2.4190763147865854e-06,False,True,False,False,False,False,False,False,False
FBOZXECLQNJBKD,0,0.0689903374355578,0.2179774016136199,0.148987064178062,-0.148987064178062,0.0752248343741085,-0.1173276258660832,0.3746541501976285,-0.3746541501976285,1.27372509308891,-1.27372509308891,0.1789985911347166,-0.1789985911347166,1.0,0,0,20,NR-Aromatase,methotrexate,1.0,False,False,False,False,False,False,False,False,False
FDKXTQMXEQVLRF,0,0.042034938814444,0.0348889776503968,-0.0071459611640471,0.0071459611640471,0.0054950855047562,0.0060552768151868,-0.0176877470355731,0.0176877470355731,-0.1958196074040177,0.1958196074040177,-0.0074317261890206,0.0074317261890206,9.5367431640625e-07,20,0,20,NR-Aromatase,dacarbazine,2.4190763147865854e-06,False,True,False,False,False,False,False,False,False
FDMBBCOBEAVDAO,0,0.0646618307814138,0.0543813069651233,-0.0102805238162904,0.0102805238162904,0.0064481181175836,0.0115423036004027,-0.0819664031620553,0.0819664031620553,-0.1869313364728415,0.1869313364728415,-0.010924353921557,0.010924353921557,2.384185791015625e-05,19,1,20,NR-Aromatase,amyleine,4.554281429368622e-05,False,True,False,False,False,False,False,False,False
FEBOTPHFXYHVPL,0,0.0691752736340486,0.0759173036971556,0.006742030063107,-0.006742030063107,0.0045834125301829,-0.005805078885999,0.0915019762845849,-0.0915019762845849,0.0974160412234882,-0.0974160412234882,0.007291182596845,-0.007291182596845,1.0,0,0,20,NR-Aromatase,benperidol,1.0,False,False,False,False,False,False,False,False,False
FELGMEQIXOGIFQ,0,0.1298073043518149,0.1214313538007468,-0.0083759505510681,0.0083759505510681,0.0111969535707334,0.0118033247957139,-0.0511857707509881,0.0511857707509881,-0.078235264939563,0.078235264939563,-0.0095429888947103,0.0095429888947103,0.0015764236450195,17,1,20,NR-Aromatase,ondansetron,0.0024924536009092,False,True,False,False,False,False,False,False,False
FEROPKNOYKURCJ,0,0.0443796141682095,0.0416660171197766,-0.0027135970484329,0.0027135970484329,0.0052608945479471,0.0039832677280778,0.0409090909090909,-0.0409090909090909,-0.0721009220702745,0.0721009220702745,-0.0028234834583475,0.0028234834583475,0.0107421875,15,0,20,NR-Aromatase,zacopride,0.0156859399375975,False,True,False,False,False,False,False,False,False
FFGPTBGBLSHEPO,0,0.057547646709085,0.0530685930329582,-0.0044790536761268,0.0044790536761268,0.0026113843406665,0.0042221675346742,0.0063735177865612,-0.0063735177865612,-0.0862061284390193,0.0862061284390193,-0.0047404424708565,0.0047404424708565,9.5367431640625e-07,20,0,20,NR-Aromatase,carbamazepine,2.4190763147865854e-06,False,True,False,False,False,False,False,False,False
FFINMCNLQNTKLU,0,0.0444055437656481,0.0395180942989477,-0.0048874494667003,0.0048874494667003,0.001934710991896,0.0056476189104863,0.0106225296442687,-0.0106225296442687,-0.1225494401966841,0.1225494401966841,-0.0051012155526448,0.0051012155526448,1.9073486328125e-06,19,0,20,NR-Aromatase,adipiodone,4.354337366615853e-06,False,True,False,False,False,False,False,False,False
FFKUDWZICMJVPA,0,0.0418200126909534,0.0352293730899107,-0.0065906396010427,0.0065906396010427,0.0054156075676075,0.0070600115823651,-0.0096343873517786,0.0096343873517786,-0.1821257996999188,0.1821257996999188,-0.0068505660800296,0.0068505660800296,8.392333984375e-05,17,0,20,NR-Aromatase,fosfosal,0.0001501954992232,False,True,False,False,False,False,False,False,False
FGXWKSZFVQUSTL,0,0.0599396102648871,0.0576260513511529,-0.0023135589137342,0.0023135589137342,0.0022454082000527,0.0014944857431237,0.0280138339920948,-0.0280138339920948,-0.0414829183707853,0.0414829183707853,-0.002460436900676,0.002460436900676,6.67572021484375e-05,19,0,20,NR-Aromatase,domperidone,0.0001218026144462,False,True,False,False,False,False,False,False,False
FHFYDNQZQSQIAI,0,0.0793472932690102,0.0664495710532101,-0.0128977222158,0.0128977222158,0.0074224468552391,0.0120438435384474,-0.1058300395256916,0.1058300395256916,-0.197248880762538,0.197248880762538,-0.0138893981856985,0.0138893981856985,9.5367431640625e-07,20,3,20,NR-Aromatase,pefloxacin,2.4190763147865854e-06,False,True,False,False,False,False,False,False,False
FHRSHSOEWXUORL,1,0.0445662886672954,0.0517414239713382,0.0071751353040427,0.0071751353040427,0.0121089575846643,0.0056048497019891,0.1750494071146245,0.1750494071146245,0.1341102711749415,0.1341102711749415,-0.1264884562567196,0.1264884562567196,0.0011625289916992,17,0,20,NR-Aromatase,cetraxate,0.0017670440673828,False,True,False,False,False,False,False,False,False
FIADGNVRKBPQEU,0,0.0787662220374175,0.0795859589134768,0.0008197368760593,-0.0008197368760593,0.0068083009816492,-0.0011244470768839,0.0168478260869565,-0.0168478260869565,0.00601704420805,-0.00601704420805,0.0009252997901665,-0.0009252997901665,0.8528738021850586,10,0,20,NR-Aromatase,pizotifen,1.0,False,False,False,False,False,False,False,False,False
FJLBFSROUSIWMA,0,0.1509354087160305,0.1405595206175691,-0.0103758880984614,0.0103758880984614,0.0136226304964977,0.0118625784644512,-0.0517292490118577,0.0517292490118577,-0.0871072106274385,0.0871072106274385,-0.0120525179169668,0.0120525179169668,0.0018272399902343,15,5,20,NR-Aromatase,metyrapone,0.0028744481190913,False,True,False,False,False,False,False,False,False
FJLGEFLZQAZZCD,1,0.2333989190620016,0.4699972888508612,0.2365983697888595,0.2365983697888595,0.1706268149634066,0.182364534248967,-0.0035573122529643,-0.0035573122529643,1.0660859159400935,1.0660859159400935,-0.632766819358589,0.632766819358589,9.5367431640625e-07,20,18,20,NR-Aromatase,fluvastatin,1.6472556374289773e-06,True,True,True,True,True,True,True,True,True
FKENQMMABCRJMK,0,0.0365905567387816,0.0379703506197732,0.0013797938809916,-0.0013797938809916,0.0035060436922987,0.0001205982066615,0.092094861660079,-0.092094861660079,0.0328964509885031,-0.0328964509885031,0.0014436903097882,-0.0014436903097882,0.762547492980957,11,0,20,NR-Aromatase,sulbactam,0.9453568919604975,False,False,False,False,False,False,False,False,False
FKNXQNWAXFXVNW,0,0.0681369287269054,0.0541844953429411,-0.0139524333839643,0.0139524333839643,0.0067588448776033,0.0130618386518396,-0.1315711462450592,0.1315711462450592,-0.2541144190294145,0.2541144190294145,-0.0148377342966211,0.0148377342966211,9.5367431640625e-07,20,3,20,NR-Aromatase,procaterol,2.4190763147865854e-06,False,True,False,False,False,False,False,False,False
FLNXBVJLPJNOSI,0,0.1064302057239938,0.1174340165198559,0.011003810795862,-0.011003810795862,0.0179529167555251,-0.0056533725490363,-0.0037549407114624,0.0037549407114624,0.1000846018416361,-0.1000846018416361,0.0126083137588065,-0.0126083137588065,0.9923439025878906,7,0,20,NR-Aromatase,cloperastine,1.0,False,False,False,False,False,False,False,False,False
FLOSMHQXBMRNHR,0,0.0329137219851699,0.0304909476003702,-0.0024227743847996,0.0024227743847996,0.0024640443457486,0.0029449751780546,0.0307806324110671,-0.0307806324110671,-0.0807955638622597,0.0807955638622597,-0.0025003636334912,0.0025003636334912,0.0003538131713867,19,0,20,NR-Aromatase,methazolamide,0.0005977782101407,False,True,False,False,False,False,False,False,False
FMHHVULEAZTJMA,0,0.0690201927111498,0.062842325101551,-0.0061778676095988,0.0061778676095988,0.0028761213652066,0.0060313789771911,-0.0324110671936759,0.0324110671936759,-0.1029500242656133,0.1029500242656133,-0.006604009487416,0.006604009487416,9.5367431640625e-07,20,0,20,NR-Aromatase,trioxsalen,2.4190763147865854e-06,False,True,False,False,False,False,False,False,False
FNQQBFNIYODEMB,0,0.0355267791816272,0.0295691782928767,-0.0059576008887504,0.0059576008887504,0.0036441338287619,0.0059910448483544,-0.0036067193675889,0.0036067193675889,-0.1930983967828672,0.1930983967828672,-0.006156716994759,0.006156716994759,9.5367431640625e-07,20,0,20,NR-Aromatase,meticrane,2.4190763147865854e-06,False,True,False,False,False,False,False,False,False
FOCVUCIESVLUNU,0,0.0347575038575871,0.0464472286045777,0.0116897247469906,-0.0116897247469906,0.0079306771297564,-0.0128907514341712,0.2385375494071146,-0.2385375494071146,0.2846612570889485,-0.2846612570889485,0.0122292073625072,-0.0122292073625072,1.0,0,0,20,NR-Aromatase,thiotepa,1.0,False,False,False,False,False,False,False,False,False
FOHHNHSLJDZUGQ,0,0.1722579708017814,0.2047077632224736,0.0324497924206922,-0.0324497924206922,0.022990430589844,-0.0286590692399251,-0.0228754940711462,0.0228754940711462,0.2060391908974895,-0.2060391908974895,0.0405543294510326,-0.0405543294510326,0.9999980926513672,1,0,20,NR-Aromatase,halofantrine,1.0,False,False,False,False,False,False,False,False,False
FPCCSQOGAWCVBH,0,0.0684984424563148,0.0675479317789983,-0.0009505106773164,0.0009505106773164,0.0036817880022595,0.0001309704108024,0.0273221343873517,-0.0273221343873517,-0.0158337819490278,0.0158337819490278,-0.0010157142854341,0.0010157142854341,0.2490043640136718,10,0,20,NR-Aromatase,ketanserin,0.3255140847999956,False,False,False,False,False,False,False,False,False
FPIPGXGPPPQFEQ,1,0.0985635895870633,0.2668900642732944,0.168326474686231,0.168326474686231,0.0971359548217583,0.1886580899843158,0.1285573122529644,0.1285573122529644,1.1296605237012374,1.1296605237012374,-0.9131448334993733,0.9131448334993733,9.5367431640625e-07,20,16,20,NR-Aromatase,retinol,1.6472556374289773e-06,True,True,True,True,True,True,True,True,True
FSQKKOOTNAMONP,0,0.0891498242545137,0.0846833515624985,-0.0044664726920151,0.0044664726920151,0.0103922022459683,-0.0001839491902344,-0.0364624505928853,0.0364624505928853,-0.0603257150473883,0.0603257150473883,-0.0048633519417518,0.0048633519417518,0.2045488357543945,8,2,20,NR-Aromatase,acemetacin,0.2689012784636422,False,False,False,False,False,False,False,False,False
FSVJFNAIGNNGKK,0,0.0456978004769887,0.0382191488742319,-0.0074786516027568,0.0074786516027568,0.0042267431239582,0.0078690203938166,-0.0288043478260869,0.0288043478260869,-0.1896414269328258,0.1896414269328258,-0.0078024592679718,0.0078024592679718,9.5367431640625e-07,20,0,20,NR-Aromatase,praziquantel,2.4190763147865854e-06,False,True,False,False,False,False,False,False,False
FTLDJPRFCGDUFH,0,0.0517380268361269,0.0734592955619545,0.0217212687258275,-0.0217212687258275,0.0129617306996248,-0.017953519285612,0.2995553359683794,-0.2995553359683794,0.3586794881482798,-0.3586794881482798,0.023285974572969,-0.023285974572969,1.0,0,0,20,NR-Aromatase,oxetacaine,1.0,False,False,False,False,False,False,False,False,False
FTSUPYGMFAPCFZ,0,0.0612816891633844,0.0516065639581616,-0.0096751252052227,0.0096751252052227,0.0057362156390803,0.0081453721389385,-0.070998023715415,0.070998023715415,-0.188065277739918,0.188065277739918,-0.0102424481572097,0.0102424481572097,9.5367431640625e-07,20,1,20,NR-Aromatase,BRD-K26548821,2.4190763147865854e-06,False,True,False,False,False,False,False,False,False
FUBVWMNBEHXPSU,0,0.0504423303558883,0.0529628978186858,0.0025205674627974,-0.0025205674627974,0.0036664971257006,-0.0013956705917894,0.1127470355731225,-0.1127470355731225,0.0469090206735609,-0.0469090206735609,0.0026745245488186,-0.0026745245488186,0.9968051910400392,6,0,20,NR-Aromatase,moracizine,1.0,False,False,False,False,False,False,False,False,False
FVNFBBAOMBJTST,0,0.0302011224320789,0.0237129721926394,-0.0064881502394395,0.0064881502394395,0.0056360778621788,0.0073234298829179,0.000494071146245,-0.000494071146245,-0.2763848014445864,0.2763848014445864,-0.0066551794464565,0.0066551794464565,2.384185791015625e-05,17,0,20,NR-Aromatase,fenspiride,4.554281429368622e-05,False,True,False,False,False,False,False,False,False
FYPMFJGVHOHGLL,0,0.13139947781694,0.1185006460603171,-0.0128988317566228,0.0128988317566228,0.0093700290626601,0.0102487241080109,-0.0597332015810276,0.0597332015810276,-0.1193404402042066,0.1193404402042066,-0.0147233479967191,0.0147233479967191,1.9073486328125e-06,19,6,20,NR-Aromatase,probucol,4.354337366615853e-06,False,True,False,False,False,False,False,False,False
FZSPJBYOKQPKCD,0,0.1617050813729962,0.1654820158018929,0.0037769344288967,-0.0037769344288967,0.0161702942060029,0.0026355245814472,-0.0353754940711462,0.0353754940711462,0.0239147178882844,-0.0239147178882844,0.0046839060757278,-0.0046839060757278,0.7147016525268555,12,0,20,NR-Aromatase,alaproclate,0.8907599823770129,False,False,False,False,False,False,False,False,False
GAGWJHPBXLXJQN,0,0.108095181831621,0.1128612740439154,0.0047660922122944,-0.0047660922122944,0.0165858237681565,0.0004521868526235,-0.0198616600790513,0.0198616600790513,0.0406616043457813,-0.0406616043457813,0.0055273347302049,-0.0055273347302049,0.8255949020385742,10,0,20,NR-Aromatase,capecitabine,1.0,False,False,False,False,False,False,False,False,False
GAOZTHIDHYLHMS,0,0.1208676556118945,0.1268710591441509,0.0060034035322564,-0.0060034035322564,0.0290211279295251,-0.0170651405454207,-0.0366106719367588,0.0366106719367588,0.0359223683976718,-0.0359223683976718,0.0072340815526939,-0.0072340815526939,0.7391633987426758,7,6,20,NR-Aromatase,monensin,0.918800718755836,False,False,False,False,False,False,False,False,False
