NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,mol_id,smiles,smiles_raw,smiles_clean,smiles_canon,inchikey
0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,TOX26712,NC(=O)OC[C@@H]1[C@H](NC(=O)/C(=N\OCC(=O)[O-])c2csc(N)n2)C(=O)N1S(=O)(=O)[O-],NC(=O)OC[C@@H]1[C@H](NC(=O)/C(=N\OCC(=O)[O-])c2csc(N)n2)C(=O)N1S(=O)(=O)[O-],NC(=O)OC[C@@H]1[C@H](NC(=O)/C(=N\OCC(=O)[O-])c2csc(N)n2)C(=O)N1S(=O)(=O)[O-],NC(=O)OCC1C(=NC(=O)C(NOCC(=O)[O-])c2csc(N)n2)C(=O)N1S(=O)(=O)[O-],IDGIWLYTKRMSEG
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26243,Cc1ccc(C(C)(C)c2ccc(C)cc2)cc1,Cc1ccc(C(C)(C)c2ccc(C)cc2)cc1,Cc1ccc(C(C)(C)c2ccc(C)cc2)cc1,Cc1ccc(C(C)(C)c2ccc(C)cc2)cc1,XIAHSJTUQAWUAW
0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX26242,COc1ccc(C(=O)c2ccc(C)cc2)c(O)c1,COc1ccc(C(=O)c2ccc(C)cc2)c(O)c1,COc1ccc(C(=O)c2ccc(C)cc2)c(O)c1,COc1ccc(C(=O)c2ccc(C)cc2)c(O)c1,MJVGBKJNTFCUJM
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26245,CCCCCCOC(=O)c1cccnc1,CCCCCCOC(=O)c1cccnc1,CCCCCCOC(=O)c1cccnc1,CCCCCCOC(=O)c1cccnc1,RVYGVBZGSFLJKH
,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,TOX26716,COc1ccc(-c2noc(CC(=O)O)c2-c2ccc(OC)cc2)cc1,COc1ccc(-c2noc(CC(=O)O)c2-c2ccc(OC)cc2)cc1,COc1ccc(-c2noc(CC(=O)O)c2-c2ccc(OC)cc2)cc1,COc1ccc(-c2noc(CC(=O)O)c2-c2ccc(OC)cc2)cc1,DJEIHHYCDCTAAH
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26247,C/C(=N\Cc1ccccc1)c1ccccc1O,C/C(=N\Cc1ccccc1)c1ccccc1O,C/C(=N\Cc1ccccc1)c1ccccc1O,CC(=NCc1ccccc1)c1ccccc1O,DNSDMSAATMZYNW
0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26246,CCCC(C)(COC(N)=O)COC(=O)NC1CC1,CCCC(C)(COC(N)=O)COC(=O)NC1CC1,CCCC(C)(COC(N)=O)COC(=O)NC1CC1,CCCC(C)(COC(N)=O)COC(=O)NC1CC1,PTEUWWFEEPASRM
0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,,0.0,1.0,TOX26249,CN1C(=O)CN2CCc3ccccc3C2c2cc(Cl)ccc21,CN1C(=O)CN2CCc3ccccc3C2c2cc(Cl)ccc21,CN1C(=O)CN2CCc3ccccc3C2c2cc(Cl)ccc21,CN1C(=O)CN2CCc3ccccc3C2c2cc(Cl)ccc21,YAQKGZXXQNKEET
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1359,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,JLRGJRBPOGGCBT
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX22007,CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)OCC(O)CO,CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)OCC(O)CO,CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)OCC(O)CO,CCCCCCC(O)CC=CCCCCCCCC(=O)OCC(O)CO,HDIFHQMREAYYJW
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX22006,CCCCCCCC(=O)OCC(O)CO,CCCCCCCC(=O)OCC(O)CO,CCCCCCCC(=O)OCC(O)CO,CCCCCCCC(=O)OCC(O)CO,GHBFNMLVSPCDGN
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX22005,CCCCCCCCCCCCCC(=O)OCC(O)CO,CCCCCCCCCCCCCC(=O)OCC(O)CO,CCCCCCCCCCCCCC(=O)OCC(O)CO,CCCCCCCCCCCCCC(=O)OCC(O)CO,DCBSHORRWZKAKO
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1358,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,OUDSBRTVNLOZBN
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7997,C=CCN(CC=C)C(=O)C(Cl)Cl,C=CCN(CC=C)C(=O)C(Cl)Cl,C=CCN(CC=C)C(=O)C(Cl)Cl,C=CCN(CC=C)C(=O)C(Cl)Cl,YRMLFORXOOIJDR
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX7991,CCCCCCCCCCCCCCCCO,CCCCCCCCCCCCCCCCO,CCCCCCCCCCCCCCCCO,CCCCCCCCCCCCCCCCO,BXWNKGSJHAJOGX
0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX575,C=CCc1ccc(OC)cc1,C=CCc1ccc(OC)cc1,C=CCc1ccc(OC)cc1,C=CCc1ccc(OC)cc1,ZFMSMUAANRJZFM
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX4183,C=CC(=O)OC,C=CC(=O)OC,C=CC(=O)OC,C=CC(=O)OC,BAPJBEWLBFYGME
0.0,0.0,0.0,,,0.0,,1.0,0.0,0.0,1.0,,TOX10695,O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,YDQWDHRMZQUTBA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,TOX4077,C1CSCCS1,C1CSCCS1,C1CSCCS1,C1CSCCS1,LOZWAPSEEHRYPG
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX4072,CN(C)C(=O)C(c1ccccc1)c1ccccc1,CN(C)C(=O)C(c1ccccc1)c1ccccc1,CN(C)C(=O)C(c1ccccc1)c1ccccc1,CN(C)C(=O)C(c1ccccc1)c1ccccc1,QAHFOPIILNICLA
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX10698,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC1C(O)C2O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O,HFHDHCJBZVLPGP
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX9169,CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)OC,CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)OC,CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)OC,CCCCCCC(O)CC=CCCCCCCCC(=O)OC,XKGDWZQXVZSXAO
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,TOX10432,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,Nc1ncn(C2CC(O)C(CO)O2)c(=O)n1,XAUDJQYHKZQPEU
,,,,,,,0.0,,0.0,,,TOX31528,COC(=O)c1ccc(NC(C)=O)cc1OC,COC(=O)c1ccc(NC(C)=O)cc1OC,COC(=O)c1ccc(NC(C)=O)cc1OC,COC(=O)c1ccc(NC(C)=O)cc1OC,OERVVBDWGVOBIS
,,,,,,,0.0,,0.0,,,TOX31529,COC(=O)c1cc(Cl)c(NC(C)=O)cc1OC,COC(=O)c1cc(Cl)c(NC(C)=O)cc1OC,COC(=O)c1cc(Cl)c(NC(C)=O)cc1OC,COC(=O)c1cc(Cl)c(NC(C)=O)cc1OC,OUEXNQRVYGYGIK
,,,,,,,0.0,,0.0,,,TOX31520,Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,UTKUVRNVYFTEHF
,,,,,,,0.0,,0.0,,,TOX31521,CCOC(=O)c1ccc(O)c(O)c1,CCOC(=O)c1ccc(O)c(O)c1,CCOC(=O)c1ccc(O)c(O)c1,CCOC(=O)c1ccc(O)c(O)c1,KBPUBCVJHFXPOC
,,,,,,,0.0,,0.0,,,TOX31522,OC1(c2ccc(Cl)cc2)CCNCC1,OC1(c2ccc(Cl)cc2)CCNCC1,OC1(c2ccc(Cl)cc2)CCNCC1,OC1(c2ccc(Cl)cc2)CCNCC1,LZAYOZUFUAMFLD
,,,,,,,1.0,,0.0,,,TOX31523,Clc1ccccc1N1CCNCC1,Clc1ccccc1N1CCNCC1,Clc1ccccc1N1CCNCC1,Clc1ccccc1N1CCNCC1,PWZDJIUQHUGFRJ
,,,,,,,0.0,,0.0,,,TOX31524,O=C(c1ccco1)N1CCNCC1,O=C(c1ccco1)N1CCNCC1,O=C(c1ccco1)N1CCNCC1,O=C(c1ccco1)N1CCNCC1,SADPINFEWFPMEA
,,,,,,,0.0,,0.0,,,TOX31525,CC(=O)c1ccc(O)c(C(N)=O)c1,CC(=O)c1ccc(O)c(C(N)=O)c1,CC(=O)c1ccc(O)c(C(N)=O)c1,CC(=O)c1ccc(O)c(C(N)=O)c1,LWAQTCWTCCNHJR
,,,,,,,0.0,,0.0,,,TOX31526,CCCC(=O)Nc1ccc(O)c(C(C)=O)c1,CCCC(=O)Nc1ccc(O)c(C(C)=O)c1,CCCC(=O)Nc1ccc(O)c(C(C)=O)c1,CCCC(=O)Nc1ccc(O)c(C(C)=O)c1,FGWZEOPEZISTTR
,,,,,,,0.0,,0.0,,,TOX31527,OC1(c2ccccc2)CCNCC1,OC1(c2ccccc2)CCNCC1,OC1(c2ccccc2)CCNCC1,OC1(c2ccccc2)CCNCC1,KQKFQBTWXOGINC
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX20719,CC(=O)CC(=O)Nc1ccc(C)cc1C,CC(=O)CC(=O)Nc1ccc(C)cc1C,CC(=O)CC(=O)Nc1ccc(C)cc1C,CC(=O)CC(=O)Nc1ccc(C)cc1C,HGVIAKXYAZRSEG
0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX20718,COc1cc(Cl)c(OC)cc1N,COc1cc(Cl)c(OC)cc1N,COc1cc(Cl)c(OC)cc1N,COc1cc(Cl)c(OC)cc1N,YGUFQYGSBVXPMC
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX20711,CCOC(=O)c1ccccc1C,CCOC(=O)c1ccccc1C,CCOC(=O)c1ccccc1C,CCOC(=O)c1ccccc1C,SOUAXOGPALPTTC
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX20710,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,CXQXSVUQTKDNFP
0.0,,,,,,,,0.0,,,1.0,TOX20713,CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,NRPKURNSADTHLJ
0.0,1.0,0.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,TOX20712,CC[Sn](Br)(CC)CC,CC[Sn](Br)(CC)CC,CC[Sn](Br)(CC)CC,CC[Sn](Br)(CC)CC,KQPIFPBKXYBDGV
0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,,1.0,TOX20715,C=CC(=O)OCCOc1ccccc1,C=CC(=O)OCCOc1ccccc1,C=CC(=O)OCCOc1ccccc1,C=CC(=O)OCCOc1ccccc1,RZVINYQDSSQUKO
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX20714,Cc1cc(C)c(N)c(Cl)c1,Cc1cc(C)c(N)c(Cl)c1,Cc1cc(C)c(N)c(Cl)c1,Cc1cc(C)c(N)c(Cl)c1,LKAQFOKMMXWRRQ
0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX20716,CCC(C)(C)C1CCC(O)CC1,CCC(C)(C)C1CCC(O)CC1,CCC(C)(C)C1CCC(O)CC1,CCC(C)(C)C1CCC(O)CC1,VDQZABQVXYELSI
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24878,CCCOC(=O)c1ccccc1,CCCOC(=O)c1ccccc1,CCCOC(=O)c1ccccc1,CCCOC(=O)c1ccccc1,UDEWPOVQBGFNGE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24879,CCC(CO)(CO)COCC(CC)(CO)CO,CCC(CO)(CO)COCC(CC)(CO)CO,CCC(CO)(CO)COCC(CC)(CO)CO,CCC(CO)(CO)COCC(CC)(CO)CO,WMYINDVYGQKYMI
0.0,1.0,,,0.0,0.0,,1.0,1.0,0.0,,1.0,TOX24658,N=C1NC(=N)c2ccccc21,N=C1NC(=N)c2ccccc21,N=C1NC(=N)c2ccccc21,N=C1N=C(N)c2ccccc21,RZVCEPSDYHAHLX
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24870,C=C(C)C(=O)OCCCCOC(=O)C(=C)C,C=C(C)C(=O)OCCCCOC(=O)C(=C)C,C=C(C)C(=O)OCCCCOC(=O)C(=C)C,C=C(C)C(=O)OCCCCOC(=O)C(=C)C,XOJWAAUYNWGQAU
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24655,CCCCCCCCCCCC(=O)N(CC)CC,CCCCCCCCCCCC(=O)N(CC)CC,CCCCCCCCCCCC(=O)N(CC)CC,CCCCCCCCCCCC(=O)N(CC)CC,CWNSVVHTTQBGQB
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX24656,N#CCCOCCOCCC#N,N#CCCOCCOCCC#N,N#CCCOCCOCCC#N,N#CCCOCCOCCC#N,VTHRQKSLPFJQHN
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24873,C=CC(=O)OCCCCCCCCCC,C=CC(=O)OCCCCCCCCCC,C=CC(=O)OCCCCCCCCCC,C=CC(=O)OCCCCCCCCCC,FWLDHHJLVGRRHD
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24650,Cc1ccc(N(CCO)CCO)cc1,Cc1ccc(N(CCO)CCO)cc1,Cc1ccc(N(CCO)CCO)cc1,Cc1ccc(N(CCO)CCO)cc1,JUVSRZCUMWZBFK
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24875,CN(C)CCN(C)CCO,CN(C)CCN(C)CCO,CN(C)CCN(C)CCO,CN(C)CCN(C)CCO,LSYBWANTZYUTGJ
0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,0.0,,TOX24876,C(COCC1CO1)OCC1CO1,C(COCC1CO1)OCC1CO1,C(COCC1CO1)OCC1CO1,C(COCC1CO1)OCC1CO1,AOBIOSPNXBMOAT
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24877,CCC(=O)Nc1cccc(N)c1,CCC(=O)Nc1cccc(N)c1,CCC(=O)Nc1cccc(N)c1,CCC(=O)Nc1cccc(N)c1,VGDKCRMZIWPMPW
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.0,TOX6139,S=C(Nc1ccccc1)Nc1ccccc1,S=C(Nc1ccccc1)Nc1ccccc1,S=C(Nc1ccccc1)Nc1ccccc1,S=C(Nc1ccccc1)Nc1ccccc1,FCSHMCFRCYZTRQ
0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,TOX28711,O=C(N[C@H]1N=C(c2ccccc2F)c2cccc3c2N(CC3)C1=O)c1cc2ccccc2[nH]1,O=C(N[C@H]1N=C(c2ccccc2F)c2cccc3c2N(CC3)C1=O)c1cc2ccccc2[nH]1,O=C(N[C@H]1N=C(c2ccccc2F)c2cccc3c2N(CC3)C1=O)c1cc2ccccc2[nH]1,O=C(NC1N=C(c2ccccc2F)c2cccc3c2N(CC3)C1=O)c1cc2ccccc2[nH]1,WKJDXKWFGJWGAS
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX28710,CCOC(=O)Cc1cccc(-c2cc(CCCCCCc3ccc(O[C@H]4O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]4OC(C)=O)c(-c4cccc(CC(=O)OCC)c4)c3)ccc2O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]2OC(C)=O)c1,CCOC(=O)Cc1cccc(-c2cc(CCCCCCc3ccc(O[C@H]4O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]4OC(C)=O)c(-c4cccc(CC(=O)OCC)c4)c3)ccc2O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]2OC(C)=O)c1,CCOC(=O)Cc1cccc(-c2cc(CCCCCCc3ccc(O[C@H]4O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]4OC(C)=O)c(-c4cccc(CC(=O)OCC)c4)c3)ccc2O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]2OC(C)=O)c1,CCOC(=O)Cc1cccc(-c2cc(CCCCCCc3ccc(OC4OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C4OC(C)=O)c(-c4cccc(CC(=O)OCC)c4)c3)ccc2OC2OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C2OC(C)=O)c1,UCMXDJFDVQUZHE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX28713,CCc1cc(S(=O)(=O)[O-])c2cc(C(C)C)cccc1-2,CCc1cc(S(=O)(=O)[O-])c2cc(C(C)C)cccc1-2,CCc1cc(S(=O)(=O)[O-])c2cc(C(C)C)cccc1-2,CCc1cc(S(=O)(=O)[O-])c2cc(C(C)C)cccc1-2,NARQSHREEUXZBT
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28715,CCC(C(=O)NC(=O)NC(C)=O)c1ccccc1,CCC(C(=O)NC(=O)NC(C)=O)c1ccccc1,CCC(C(=O)NC(=O)NC(C)=O)c1ccccc1,CCC(C(=O)NC(=O)NC(C)=O)c1ccccc1,GBPZSCQLDXUGNO
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28714,O=C(O)CNC(=O)CNC(=O)CNC(=O)CSC(=O)c1ccccc1,O=C(O)CNC(=O)CNC(=O)CNC(=O)CSC(=O)c1ccccc1,O=C(O)CNC(=O)CNC(=O)CNC(=O)CSC(=O)c1ccccc1,O=C(O)CNC(=O)CNC(=O)CNC(=O)CSC(=O)c1ccccc1,VDPYMEBVIDZKMD
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,TOX28717,Nc1ccn(C2CO[C@H](CO)O2)c(=O)n1,Nc1ccn(C2CO[C@H](CO)O2)c(=O)n1,Nc1ccn(C2CO[C@H](CO)O2)c(=O)n1,Nc1ccn(C2COC(CO)O2)c(=O)n1,RXRGZNYSEHTMHC
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28716,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1,XVGOZDAJGBALKS
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28719,CCOC(=O)OCC/C(SC(=O)OCC)=C(\C)N(C=O)Cc1cnc(C)nc1N,CCOC(=O)OCC/C(SC(=O)OCC)=C(\C)N(C=O)Cc1cnc(C)nc1N,CCOC(=O)OCC/C(SC(=O)OCC)=C(\C)N(C=O)Cc1cnc(C)nc1N,CCOC(=O)OCCC(SC(=O)OCC)=C(C)N(C=O)Cc1cnc(C)nc1N,YBROOZNJUDHTGE
0.0,,0.0,,,,,1.0,1.0,1.0,1.0,1.0,TOX27831,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,JXLYSJRDGCGARV
0.0,0.0,1.0,,0.0,0.0,,,0.0,,,0.0,TOX27830,CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,XZSMZRXAEFNJCU
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27832,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,YSXKPIUOCJLQIE
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6228,CCOP(=O)(OCC)OCC,CCOP(=O)(OCC)OCC,CCOP(=O)(OCC)OCC,CCOP(=O)(OCC)OCC,DQWPFSLDHJDLRL
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX2027,Nc1ccc(F)cc1,Nc1ccc(F)cc1,Nc1ccc(F)cc1,Nc1ccc(F)cc1,KRZCOLNOCZKSDF
0.0,,0.0,,,0.0,0.0,0.0,,1.0,1.0,1.0,TOX6137,Oc1ccc(Cl)cc1Sc1cc(Cl)ccc1O,Oc1ccc(Cl)cc1Sc1cc(Cl)ccc1O,Oc1ccc(Cl)cc1Sc1cc(Cl)ccc1O,Oc1ccc(Cl)cc1Sc1cc(Cl)ccc1O,ANUSOIHIIPAHJV
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2020,CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,CTSLUCNDVMMDHG
0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,TOX6220,CCOc1cc(OCC)c(C(C)=O)cc1OCC,CCOc1cc(OCC)c(C(C)=O)cc1OCC,CCOc1cc(OCC)c(C(C)=O)cc1OCC,CCOc1cc(OCC)c(C(C)=O)cc1OCC,PXBWCOGDYXMWMC
